Line#,Date,"Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
1626,12/17/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1627,12/17/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1628,12/17/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1629,12/17/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1630,12/17/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1631,12/17/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1632,12/17/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1633,12/18/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1634,12/18/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1635,12/18/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1636,12/18/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1637,12/18/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1638,12/18/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1639,12/18/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1640,12/18/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1641,12/18/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1642,12/18/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1643,12/18/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1644,12/18/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1645,12/18/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1646,12/18/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1647,12/18/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1648,12/18/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1649,12/18/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1650,12/18/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1651,12/18/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1652,12/18/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1653,12/18/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1654,12/18/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1655,12/18/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1656,12/18/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1657,12/18/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1658,12/18/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1659,12/18/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1660,12/18/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1661,12/18/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1662,12/18/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1663,12/18/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1664,12/18/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1665,12/18/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1666,12/18/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1667,12/18/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1668,12/18/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1669,12/18/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1670,12/18/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1671,12/18/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1672,12/18/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1673,12/18/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1674,12/18/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1675,12/18/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1676,12/18/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1677,12/18/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1678,12/18/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1679,12/18/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1680,12/18/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1681,12/18/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1682,12/18/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1683,12/18/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1684,12/18/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1685,12/18/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1686,12/18/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1687,12/18/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1688,12/18/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1689,12/18/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1690,12/18/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1691,12/18/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1692,12/18/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1693,12/18/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1694,12/18/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1695,12/18/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1696,12/18/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1697,12/18/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1698,12/18/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1699,12/18/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1700,12/18/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1701,12/18/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1702,12/18/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1703,12/18/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1704,12/18/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1705,12/18/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1706,12/18/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1707,12/18/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1708,12/18/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1709,12/18/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1710,12/18/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1711,12/18/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1712,12/18/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1713,12/18/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1714,12/18/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1715,12/18/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1716,12/18/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1717,12/18/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1718,12/18/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1719,12/18/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1720,12/18/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1721,12/18/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1722,12/18/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1723,12/18/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1724,12/18/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1725,12/18/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1726,12/18/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1727,12/18/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1728,12/18/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1729,12/19/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1730,12/19/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1731,12/19/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1732,12/19/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1733,12/19/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1734,12/19/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1735,12/19/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1736,12/19/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1737,12/19/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1738,12/19/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1739,12/19/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1740,12/19/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1741,12/19/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1742,12/19/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1743,12/19/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1744,12/19/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1745,12/19/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1746,12/19/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1747,12/19/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1748,12/19/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1749,12/19/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1750,12/19/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1751,12/19/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1752,12/19/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1753,12/19/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1754,12/19/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1755,12/19/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1756,12/19/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1757,12/19/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1758,12/19/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1759,12/19/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1760,12/19/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1761,12/19/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1762,12/19/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1763,12/19/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1764,12/19/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1765,12/19/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1766,12/19/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1767,12/19/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1768,12/19/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1769,12/19/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1770,12/19/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1771,12/19/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1772,12/19/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1773,12/19/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1774,12/19/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1775,12/19/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1776,12/19/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1777,12/19/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1778,12/19/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1779,12/19/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1780,12/19/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1781,12/19/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1782,12/19/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1783,12/19/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1784,12/19/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1785,12/19/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1786,12/19/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1787,12/19/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1788,12/19/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1789,12/19/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1790,12/19/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1791,12/19/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1792,12/19/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1793,12/19/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1794,12/19/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1795,12/19/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1796,12/19/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1797,12/19/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1798,12/19/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1799,12/19/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1800,12/19/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1801,12/19/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1802,12/19/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1803,12/19/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1804,12/19/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1805,12/19/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1806,12/19/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1807,12/19/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1808,12/19/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1809,12/19/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1810,12/19/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1811,12/19/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1812,12/19/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1813,12/19/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1814,12/19/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1815,12/19/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1816,12/19/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1817,12/19/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1818,12/19/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1819,12/19/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1820,12/19/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1821,12/19/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1822,12/19/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1823,12/19/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1824,12/19/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1825,12/20/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1826,12/20/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1827,12/20/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1828,12/20/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1829,12/20/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1830,12/20/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1831,12/20/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1832,12/20/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1833,12/20/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1834,12/20/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1835,12/20/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1836,12/20/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1837,12/20/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1838,12/20/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1839,12/20/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1840,12/20/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1841,12/20/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1842,12/20/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1843,12/20/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1844,12/20/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1845,12/20/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1846,12/20/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1847,12/20/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1848,12/20/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1849,12/20/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1850,12/20/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1851,12/20/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1852,12/20/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1853,12/20/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1854,12/20/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1855,12/20/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1856,12/20/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1857,12/20/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1858,12/20/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1859,12/20/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1860,12/20/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1861,12/20/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1862,12/20/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1863,12/20/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1864,12/20/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1865,12/20/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1866,12/20/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1867,12/20/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1868,12/20/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1869,12/20/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1870,12/20/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1871,12/20/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1872,12/20/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1873,12/20/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1874,12/20/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1875,12/20/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1876,12/20/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1877,12/20/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1878,12/20/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1879,12/20/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1880,12/20/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1881,12/20/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1882,12/20/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1883,12/20/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1884,12/20/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1885,12/20/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1886,12/20/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1887,12/20/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1888,12/20/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1889,12/20/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1890,12/20/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1891,12/20/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1892,12/20/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1893,12/20/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1894,12/20/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1895,12/20/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1896,12/20/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1897,12/20/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1898,12/20/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1899,12/20/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1900,12/20/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1901,12/20/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1902,12/20/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1903,12/20/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1904,12/21/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1905,12/21/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1906,12/21/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1907,12/21/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1908,12/21/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1909,12/21/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1910,12/21/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1911,12/21/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1912,12/21/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1913,12/21/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1914,12/21/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1915,12/21/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1916,12/21/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1917,12/21/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1918,12/21/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1919,12/21/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1920,12/21/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1921,12/21/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1922,12/21/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1923,12/21/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1924,12/21/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1925,12/21/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1926,12/21/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1927,12/21/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1928,12/21/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1929,12/21/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1930,12/21/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1931,12/21/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1932,12/21/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1933,12/21/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1934,12/21/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1935,12/21/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1936,12/21/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1937,12/21/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1938,12/21/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1939,12/21/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1940,12/21/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1941,12/21/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1942,12/21/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1943,12/21/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1944,12/21/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1945,12/21/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1946,12/21/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1947,12/21/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1948,12/21/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1949,12/21/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1950,12/21/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1951,12/21/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1952,12/22/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1953,12/22/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1954,12/22/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1955,12/22/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1956,12/22/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1957,12/22/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1958,12/22/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1959,12/22/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1960,12/22/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1961,12/22/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1962,12/22/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1963,12/22/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1964,12/22/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1965,12/22/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1966,12/22/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1967,12/22/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
