Line#,Date,"Water Content (RXW-GP6 21198259:21398577-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21401801:21393043-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401803:21393045-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-6), m^3/m^3, RX3000_BRW6_BEO"
85,12/03/23 12:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.109,0.207,0.339,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,12/03/23 13:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.109,0.207,0.339,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,12/03/23 14:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.109,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,12/03/23 15:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,12/03/23 16:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,12/03/23 17:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.097,0.076,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,12/03/23 18:00:00,0.000,0.019,0.083,0.060,0.011,0.116,0.097,0.076,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,12/03/23 19:00:00,0.000,0.019,0.083,0.060,0.011,0.116,0.097,0.076,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,12/03/23 20:00:00,0.000,0.019,0.083,0.060,0.011,0.116,0.097,0.075,0.108,0.207,0.337,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,12/03/23 21:00:00,0.000,0.019,0.083,0.060,0.011,0.116,0.096,0.075,0.108,0.207,0.337,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,12/03/23 22:00:00,0.000,0.019,0.083,0.060,0.011,0.116,0.096,0.075,0.108,0.206,0.335,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,12/03/23 23:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.096,0.075,0.107,0.206,0.335,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,12/04/23 00:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.096,0.075,0.107,0.206,0.335,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,12/04/23 01:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.096,0.075,0.107,0.206,0.335,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,12/04/23 02:00:00,0.000,0.018,0.083,0.060,0.011,0.116,0.095,0.075,0.107,0.206,0.335,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,12/04/23 03:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.107,0.206,0.335,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,12/04/23 04:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.107,0.206,0.335,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,12/04/23 05:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.107,0.205,0.335,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,12/04/23 06:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.107,0.205,0.335,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,12/04/23 07:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.107,0.205,0.334,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,12/04/23 08:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.106,0.205,0.334,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,12/04/23 09:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.106,0.205,0.334,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,12/04/23 10:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.074,0.106,0.205,0.334,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,12/04/23 11:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.205,0.332,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,12/04/23 12:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.203,0.332,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,12/04/23 13:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.203,0.332,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,12/04/23 14:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.203,0.332,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,12/04/23 15:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.203,0.332,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,12/04/23 16:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.106,0.203,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,12/04/23 17:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,12/04/23 18:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,12/04/23 19:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,12/04/23 20:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,12/04/23 21:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,12/04/23 22:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,12/04/23 23:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.073,0.105,0.202,0.332,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,12/05/23 00:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.094,0.072,0.105,0.202,0.330,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,12/05/23 01:00:00,0.000,0.018,0.082,0.060,0.011,0.116,0.095,0.072,0.105,0.202,0.330,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,12/05/23 02:00:00,0.000,0.018,0.082,0.060,0.010,0.116,0.094,0.072,0.104,0.202,0.330,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,12/05/23 03:00:00,0.000,0.017,0.082,0.060,0.010,0.116,0.095,0.072,0.104,0.202,0.330,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,12/05/23 04:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.095,0.072,0.104,0.202,0.330,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,12/05/23 05:00:00,0.000,0.018,0.082,0.060,0.011,0.115,0.095,0.072,0.104,0.202,0.330,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,12/05/23 06:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.095,0.072,0.104,0.202,0.330,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,12/05/23 07:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.072,0.104,0.201,0.330,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,12/05/23 08:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.072,0.104,0.201,0.330,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,12/05/23 09:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.072,0.104,0.201,0.329,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,12/05/23 10:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.095,0.072,0.104,0.201,0.329,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,12/05/23 11:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.072,0.104,0.201,0.329,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,12/05/23 12:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.072,0.104,0.200,0.329,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,12/05/23 13:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.071,0.103,0.200,0.329,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,12/05/23 14:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.071,0.103,0.200,0.327,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,12/05/23 15:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.094,0.071,0.103,0.200,0.327,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,12/05/23 16:00:00,0.000,0.018,0.082,0.060,0.010,0.115,0.093,0.071,0.103,0.200,0.327,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,12/05/23 17:00:00,0.000,0.017,0.082,0.060,0.010,0.115,0.093,0.071,0.103,0.200,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,12/05/23 18:00:00,0.000,0.017,0.082,0.060,0.010,0.115,0.092,0.071,0.103,0.200,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,12/05/23 19:00:00,0.000,0.017,0.081,0.060,0.010,0.115,0.092,0.070,0.102,0.198,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,12/05/23 20:00:00,0.000,0.017,0.081,0.060,0.010,0.115,0.092,0.070,0.102,0.200,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,12/05/23 21:00:00,0.000,0.017,0.081,0.060,0.010,0.115,0.091,0.070,0.102,0.198,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,12/05/23 22:00:00,0.000,0.017,0.081,0.060,0.010,0.115,0.091,0.070,0.102,0.198,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,12/05/23 23:00:00,0.000,0.017,0.081,0.060,0.010,0.115,0.091,0.070,0.102,0.198,0.327,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,12/06/23 00:00:00,0.000,0.016,0.081,0.060,0.010,0.115,0.091,0.069,0.102,0.198,0.325,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,12/06/23 01:00:00,0.000,0.016,0.081,0.060,0.010,0.115,0.091,0.069,0.102,0.198,0.325,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,12/06/23 02:00:00,0.000,0.016,0.080,0.060,0.010,0.115,0.090,0.069,0.101,0.197,0.325,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,12/06/23 03:00:00,0.000,0.016,0.080,0.060,0.010,0.115,0.090,0.069,0.101,0.197,0.325,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,12/06/23 04:00:00,0.000,0.016,0.080,0.060,0.010,0.115,0.090,0.068,0.101,0.197,0.325,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,12/06/23 05:00:00,0.000,0.016,0.080,0.060,0.010,0.115,0.090,0.068,0.101,0.197,0.325,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,12/06/23 06:00:00,0.000,0.015,0.080,0.060,0.010,0.115,0.089,0.068,0.101,0.197,0.325,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,12/06/23 07:00:00,0.000,0.015,0.080,0.060,0.010,0.115,0.089,0.068,0.100,0.197,0.325,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,12/06/23 08:00:00,0.000,0.015,0.080,0.060,0.010,0.115,0.089,0.068,0.100,0.197,0.325,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,12/06/23 09:00:00,0.000,0.015,0.079,0.060,0.010,0.115,0.089,0.067,0.100,0.197,0.324,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,12/06/23 10:00:00,0.000,0.015,0.079,0.060,0.010,0.113,0.089,0.067,0.100,0.197,0.324,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,12/06/23 11:00:00,0.000,0.015,0.079,0.060,0.009,0.113,0.089,0.067,0.100,0.197,0.324,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,12/06/23 12:00:00,0.000,0.015,0.079,0.060,0.009,0.113,0.089,0.067,0.100,0.197,0.324,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,12/06/23 13:00:00,0.000,0.015,0.079,0.060,0.009,0.113,0.089,0.067,0.099,0.196,0.324,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,12/06/23 14:00:00,0.000,0.014,0.079,0.060,0.009,0.113,0.088,0.067,0.099,0.196,0.322,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,12/06/23 15:00:00,0.000,0.014,0.079,0.060,0.009,0.113,0.088,0.066,0.099,0.196,0.322,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,12/06/23 16:00:00,0.000,0.014,0.078,0.060,0.009,0.113,0.088,0.066,0.099,0.196,0.322,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,12/06/23 17:00:00,0.000,0.014,0.078,0.060,0.009,0.113,0.088,0.066,0.099,0.196,0.322,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,12/06/23 18:00:00,0.000,0.014,0.078,0.060,0.009,0.113,0.088,0.066,0.099,0.196,0.322,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,12/06/23 19:00:00,0.000,0.014,0.078,0.060,0.009,0.113,0.088,0.066,0.098,0.196,0.322,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,12/06/23 20:00:00,0.000,0.014,0.078,0.059,0.009,0.113,0.088,0.065,0.098,0.195,0.322,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
