Line#,Date,"Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1","Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4"
1201,12/13/22 12:00:00,-12.85,-13.241,-13.19,-14.099,,,
1202,12/13/22 12:05:00,,,,,128.830,-13.09,
1203,12/13/22 12:30:00,-12.74,-13.134,-13.09,-13.992,,,
1204,12/13/22 12:35:00,,,,,128.830,-13.02,
1205,12/13/22 13:00:00,-12.81,-13.263,-13.17,-14.421,,,
1206,12/13/22 13:05:00,,,,,128.830,-13.22,
1207,12/13/22 13:30:00,-13.04,-13.499,-13.43,-14.163,,,
1208,12/13/22 13:35:00,,,,,128.830,-13.65,
1209,12/13/22 14:00:00,-12.98,-13.391,-13.32,-14.035,,,
1210,12/13/22 14:05:00,,,,,128.830,-13.17,
1211,12/13/22 14:30:00,-13.52,-13.885,-13.92,-15.322,,,
1212,12/13/22 14:35:00,,,,,128.830,-14.35,
1213,12/13/22 15:00:00,-14.35,-15.086,-14.82,-15.086,,,
1214,12/13/22 15:05:00,,,,,128.830,-14.42,
1215,12/13/22 15:30:00,-13.84,-14.163,-14.25,-15.944,,,
1216,12/13/22 15:35:00,,,,,128.830,-15.06,
1217,12/13/22 16:00:00,-13.84,-14.099,-14.12,-16.179,,,
1218,12/13/22 16:05:00,,,,,128.830,-14.46,
1219,12/13/22 16:30:00,-12.62,-12.641,-12.64,-14.206,,,
1220,12/13/22 16:35:00,,,,,128.830,-13.30,
1221,12/13/22 17:00:00,-10.23,-10.196,-10.02,-12.641,,,
1222,12/13/22 17:05:00,,,,,128.830,-10.06,
1223,12/13/22 17:30:00,-10.71,-10.689,-10.62,-11.375,,,
1224,12/13/22 17:35:00,,,,,128.830,-10.79,
1225,12/13/22 18:00:00,-10.90,-10.903,-10.86,-11.633,,,
1226,12/13/22 18:05:00,,,,,128.830,-11.03,
1227,12/13/22 18:30:00,-11.16,-11.225,-11.22,-12.040,,,
1228,12/13/22 18:35:00,,,,,128.830,-11.39,-10.81
1229,12/13/22 19:00:00,-11.67,-11.847,-11.80,-12.448,,,
1230,12/13/22 19:05:00,,,,,128.830,-12.01,
1231,12/13/22 19:30:00,-11.59,-11.675,-11.61,-13.456,,,
1232,12/13/22 19:35:00,,,,,128.830,-11.80,
1233,12/13/22 20:00:00,-11.65,-11.911,-11.74,-16.115,,,
1234,12/13/22 20:05:00,,,,,128.830,-11.63,
1235,12/13/22 20:30:00,-11.07,-11.225,-11.05,-16.115,,,
1236,12/13/22 20:35:00,,,,,128.830,-11.09,
1237,12/13/22 21:00:00,-11.22,-11.225,-11.09,-12.104,,,
1238,12/13/22 21:05:00,,,,,128.830,-11.41,
1239,12/13/22 21:30:00,-11.65,-11.761,-11.46,-12.212,,,
1240,12/13/22 21:35:00,,,,,128.830,-11.86,
1241,12/13/22 22:00:00,-12.12,-12.405,-12.06,-14.078,,,
1242,12/13/22 22:05:00,,,,,128.830,-12.23,
1243,12/13/22 22:30:00,-12.10,-12.362,-12.04,-14.185,,,
1244,12/13/22 22:35:00,,,,,128.830,-12.38,-10.86
1245,12/13/22 23:00:00,-12.14,-12.533,-12.25,-14.914,,,
1246,12/13/22 23:05:00,,,,,128.830,-12.34,
1247,12/13/22 23:30:00,-12.44,-12.812,-12.38,-15.665,,,
1248,12/13/22 23:35:00,,,,,128.830,-12.79,
1249,12/14/22 00:00:00,-12.44,-12.769,-12.40,-17.252,,,
1250,12/14/22 00:05:00,,,,,128.830,-12.57,-10.90
1251,12/14/22 00:30:00,-12.27,-12.469,-12.19,-16.265,,,
1252,12/14/22 00:35:00,,,,,128.830,-12.29,
1253,12/14/22 01:00:00,-12.38,-12.469,-12.10,-14.206,,,
1254,12/14/22 01:05:00,,,,,128.830,-12.42,-10.77
1255,12/14/22 01:30:00,-12.53,-12.576,-12.29,-13.305,,,
1256,12/14/22 01:35:00,,,,,128.830,-12.68,
1257,12/14/22 02:00:00,-12.85,-12.984,-12.74,-13.734,,,
1258,12/14/22 02:05:00,,,,,128.830,-12.85,
1259,12/14/22 02:30:00,-13.19,-13.391,-13.11,-14.678,,,
1260,12/14/22 02:35:00,,,,,128.830,-13.41,
1261,12/14/22 03:00:00,-13.52,-13.563,-13.47,-15.086,,,
1262,12/14/22 03:05:00,,,,,128.830,-13.62,-12.38
1263,12/14/22 03:30:00,-13.99,-13.970,-13.82,-15.472,,,
1264,12/14/22 03:35:00,,,,,128.830,-14.14,
1265,12/14/22 04:00:00,-14.05,-14.228,-14.14,-16.094,,,
1266,12/14/22 04:05:00,,,,,128.830,-14.14,
1267,12/14/22 04:30:00,-14.14,-14.206,-14.14,-15.236,,,
1268,12/14/22 04:35:00,,,,,128.830,-14.29,-13.80
1269,12/14/22 05:00:00,-13.95,-14.099,-14.01,-16.587,,,
1270,12/14/22 05:05:00,,,,,128.830,-14.07,
1271,12/14/22 05:30:00,-14.29,-14.378,-14.44,-15.858,,,
1272,12/14/22 05:35:00,,,,,128.830,-14.50,
1273,12/14/22 06:00:00,-14.31,-14.335,-14.22,-16.823,,,
1274,12/14/22 06:05:00,,,,,128.830,-14.44,-13.45
1275,12/14/22 06:30:00,-14.37,-14.356,-14.29,-15.064,,,
1276,12/14/22 06:35:00,,,,,128.830,-14.57,
1277,12/14/22 07:00:00,-14.65,-14.635,-14.63,-16.072,,,
1278,12/14/22 07:05:00,,,,,128.830,-14.72,
1279,12/14/22 07:30:00,-14.44,-14.721,-14.65,-16.244,,,
1280,12/14/22 07:35:00,,,,,128.830,-14.76,
1281,12/14/22 08:00:00,-14.52,-14.721,-14.63,-17.080,,,
1282,12/14/22 08:05:00,,,,,128.830,-14.89,
1283,12/14/22 08:30:00,-14.70,-14.914,-14.82,-18.303,,,
1284,12/14/22 08:35:00,,,,,128.830,-15.10,
1285,12/14/22 09:00:00,-14.74,-15.000,-15.00,-21.863,,,
1286,12/14/22 09:05:00,,,,,128.830,-15.21,
1287,12/14/22 09:30:00,-18.41,-19.482,-19.42,-22.936,,,
1288,12/14/22 09:35:00,,,,,128.830,-20.06,-20.08
1289,12/14/22 10:00:00,-20.14,-21.370,-21.28,-23.386,,,
1290,12/14/22 10:05:00,,,,,128.830,-20.94,
1291,12/14/22 10:30:00,-20.25,-21.327,-21.32,-23.000,,,
1292,12/14/22 10:35:00,,,,,128.830,-21.15,
1293,12/14/22 11:00:00,-20.59,-21.413,-21.43,-23.064,,,
1294,12/14/22 11:05:00,,,,,128.830,-20.55,
1295,12/14/22 11:30:00,-20.42,-21.198,-21.15,-21.885,,,
1296,12/14/22 11:35:00,,,,,128.830,-20.70,
1297,12/14/22 12:00:00,-20.27,-21.048,-21.05,-21.477,,,
1298,12/14/22 12:05:00,,,,,128.830,-20.68,
1299,12/14/22 12:30:00,-19.54,-20.276,-20.23,-21.284,,,
1300,12/14/22 12:35:00,,,,,128.830,-19.76,
1301,12/14/22 13:00:00,-18.51,-18.968,-18.99,-19.804,,,
1302,12/14/22 13:05:00,,,,,128.830,-18.69,
1303,12/14/22 13:30:00,-14.14,-14.314,-14.07,-18.496,,,
1304,12/14/22 13:35:00,,,,,128.830,-14.05,
1305,12/14/22 14:00:00,-13.75,-13.820,-13.69,-17.252,,,
1306,12/14/22 14:05:00,,,,,128.830,-13.82,
1307,12/14/22 14:30:00,-13.62,-13.627,-13.60,-14.292,,,
1308,12/14/22 14:35:00,,,,,128.830,-13.58,
1309,12/14/22 15:00:00,-13.92,-13.970,-13.99,-14.421,,,
1310,12/14/22 15:05:00,,,,,128.830,-13.99,
1311,12/14/22 15:30:00,-13.97,-14.099,-14.05,-14.485,,,
1312,12/14/22 15:35:00,,,,,128.830,-14.18,
1313,12/14/22 16:00:00,-13.97,-14.120,-13.99,-14.678,,,
1314,12/14/22 16:05:00,,,,,128.830,-14.12,
1315,12/14/22 16:30:00,-14.50,-14.614,-14.52,-14.807,,,
1316,12/14/22 16:35:00,,,,,128.830,-14.65,
1317,12/14/22 17:00:00,-14.46,-14.592,-14.44,-15.107,,,
1318,12/14/22 17:05:00,,,,,128.830,-14.65,
1319,12/14/22 17:30:00,-14.46,-14.528,-14.46,-15.107,,,
1320,12/14/22 17:35:00,,,,,128.830,-14.70,
1321,12/14/22 18:00:00,-14.76,-14.721,-14.67,-15.193,,,
1322,12/14/22 18:05:00,,,,,128.830,-14.85,
1323,12/14/22 18:30:00,-14.76,-14.742,-14.63,-15.257,,,
1324,12/14/22 18:35:00,,,,,128.830,-14.82,
1325,12/14/22 19:00:00,-14.59,-14.871,-14.72,-15.472,,,
1326,12/14/22 19:05:00,,,,,128.830,-14.91,
1327,12/14/22 19:30:00,-14.76,-14.807,-14.74,-15.558,,,
1328,12/14/22 19:35:00,,,,,128.830,-15.02,
1329,12/14/22 20:00:00,-14.95,-15.043,-15.02,-15.643,,,
1330,12/14/22 20:05:00,,,,,128.830,-15.17,
1331,12/14/22 20:30:00,-14.87,-15.000,-14.95,-15.536,,,
1332,12/14/22 20:35:00,,,,,128.830,-15.06,
1333,12/14/22 21:00:00,-14.57,-14.678,-14.65,-15.322,,,
1334,12/14/22 21:05:00,,,,,128.830,-14.85,
1335,12/14/22 21:30:00,-14.44,-14.528,-14.46,-15.150,,,
1336,12/14/22 21:35:00,,,,,128.830,-14.63,
1337,12/14/22 22:00:00,-14.29,-14.442,-14.44,-14.936,,,
1338,12/14/22 22:05:00,,,,,128.830,-14.44,
1339,12/14/22 22:30:00,-14.33,-14.464,-14.46,-14.957,,,
1340,12/14/22 22:35:00,,,,,128.830,-14.57,
1341,12/14/22 23:00:00,-14.46,-14.571,-14.61,-15.193,,,
1342,12/14/22 23:05:00,,,,,128.830,-14.70,
1343,12/14/22 23:30:00,-14.40,-14.571,-14.61,-15.300,,,
1344,12/14/22 23:35:00,,,,,128.830,-14.57,
1345,12/15/22 00:00:00,-14.42,-14.507,-14.52,-15.364,,,
1346,12/15/22 00:05:00,,,,,128.830,-14.59,
1347,12/15/22 00:30:00,-14.33,-14.485,-14.46,-15.300,,,
1348,12/15/22 00:35:00,,,,,128.830,-14.57,
1349,12/15/22 01:00:00,-14.20,-14.378,-14.33,-15.407,,,
1350,12/15/22 01:05:00,,,,,128.830,-14.44,
1351,12/15/22 01:30:00,-14.10,-14.228,-14.25,-18.689,,,
1352,12/15/22 01:35:00,,,,,128.830,-14.29,
1353,12/15/22 02:00:00,-13.92,-13.992,-14.01,-18.281,,,
1354,12/15/22 02:05:00,,,,,128.830,-15.68,
1355,12/15/22 02:30:00,-13.77,-13.906,-13.88,-17.638,,,
1356,12/15/22 02:35:00,,,,,128.830,-13.99,
1357,12/15/22 03:00:00,-13.69,-13.799,-13.84,-17.145,,,
1358,12/15/22 03:05:00,,,,,128.830,-13.92,
1359,12/15/22 03:30:00,-13.58,-13.756,-13.82,-17.831,,,
1360,12/15/22 03:35:00,,,,,128.830,-13.90,
1361,12/15/22 04:00:00,-13.58,-13.734,-13.73,-17.531,,,
1362,12/15/22 04:05:00,,,,,128.830,-13.90,
1363,12/15/22 04:30:00,-13.49,-13.606,-13.62,-16.866,,,
1364,12/15/22 04:35:00,,,,,128.830,-13.65,
1365,12/15/22 05:00:00,-13.41,-13.499,-13.49,-16.244,,,
1366,12/15/22 05:05:00,,,,,128.830,-13.54,
1367,12/15/22 05:30:00,-13.28,-13.327,-13.32,-16.179,,,
1368,12/15/22 05:35:00,,,,,128.830,-13.34,
1369,12/15/22 06:00:00,-13.13,-13.177,-13.24,-15.643,,,
1370,12/15/22 06:05:00,,,,,128.830,-13.28,
1371,12/15/22 06:30:00,-13.04,-13.155,-13.15,-15.558,,,
1372,12/15/22 06:35:00,,,,,128.830,-13.15,
1373,12/15/22 07:00:00,-12.94,-13.027,-13.09,-15.536,,,
1374,12/15/22 07:05:00,,,,,128.830,-13.11,
1375,12/15/22 07:30:00,-12.77,-12.962,-12.98,-15.558,,,
1376,12/15/22 07:35:00,,,,,128.830,-12.98,
1377,12/15/22 08:00:00,-12.74,-12.748,-12.72,-15.429,,,
1378,12/15/22 08:05:00,,,,,128.830,-12.81,
1379,12/15/22 08:30:00,-12.62,-12.619,-12.62,-15.472,,,
1380,12/15/22 08:35:00,,,,,128.830,-12.70,
1381,12/15/22 09:00:00,-12.72,-12.769,-12.70,-16.330,,,
1382,12/15/22 09:05:00,,,,,128.830,-13.00,
1383,12/15/22 09:30:00,-12.83,-13.027,-12.83,-16.330,,,
1384,12/15/22 09:35:00,,,,,128.830,-13.71,
1385,12/15/22 10:00:00,-13.32,-14.120,-13.90,-16.630,,,
1386,12/15/22 10:05:00,,,,,128.830,-14.82,
1387,12/15/22 10:30:00,-14.37,-15.150,-15.10,-17.209,,,
1388,12/15/22 10:35:00,,,,,128.830,-15.81,
1389,12/15/22 11:00:00,-14.35,-15.064,-15.04,-17.166,,,
1390,12/15/22 11:05:00,,,,,128.830,-15.64,
1391,12/15/22 11:30:00,-14.52,-15.322,-15.23,-17.595,,,
1392,12/15/22 11:35:00,,,,,128.830,-15.73,
1393,12/15/22 12:00:00,-15.47,-15.558,-15.55,-18.367,,,
1394,12/15/22 12:05:00,,,,,128.830,-15.68,
1395,12/15/22 12:30:00,-14.98,-15.536,-15.30,-18.238,,,
1396,12/15/22 12:35:00,,,,,128.830,-16.30,
1397,12/15/22 13:00:00,-15.30,-15.450,-15.55,-17.938,,,
1398,12/15/22 13:05:00,,,,,128.830,-15.68,
1399,12/15/22 13:30:00,-15.02,-14.635,-14.80,-17.209,,,
1400,12/15/22 13:35:00,,,,,128.830,-15.36,
1401,12/15/22 14:00:00,-13.73,-13.777,-13.84,-17.359,,,
1402,12/15/22 14:05:00,,,,,128.830,-13.92,
1403,12/15/22 14:30:00,-12.21,-12.426,-12.70,-17.574,,,
1404,12/15/22 14:35:00,,,,,128.830,-12.83,
1405,12/15/22 15:00:00,-12.32,-12.383,-12.40,-17.745,,,
1406,12/15/22 15:05:00,,,,,128.830,-12.66,
1407,12/15/22 15:30:00,-12.38,-12.555,-12.51,-17.466,,,
1408,12/15/22 15:35:00,,,,,128.830,-12.74,
1409,12/15/22 16:00:00,-12.59,-12.555,-12.53,-17.295,,,
1410,12/15/22 16:05:00,,,,,128.830,-12.79,
1411,12/15/22 16:30:00,-12.62,-12.705,-12.62,-16.844,,,
1412,12/15/22 16:35:00,,,,,128.830,-12.81,
1413,12/15/22 17:00:00,-12.57,-12.576,-12.55,-15.901,,,
1414,12/15/22 17:05:00,,,,,128.830,-12.74,
1415,12/15/22 17:30:00,-12.55,-12.576,-12.36,-14.549,,,
1416,12/15/22 17:35:00,,,,,128.830,-12.59,
1417,12/15/22 18:00:00,-12.47,-12.448,-12.21,-14.700,,,
1418,12/15/22 18:05:00,,,,,128.830,-12.62,
1419,12/15/22 18:30:00,-12.34,-12.297,-12.14,-13.992,,,
1420,12/15/22 18:35:00,,,,,128.830,-12.53,
1421,12/15/22 19:00:00,-12.32,-12.276,-12.01,-13.970,,,
1422,12/15/22 19:05:00,,,,,128.830,-12.36,
1423,12/15/22 19:30:00,-12.17,-12.126,-11.67,-13.391,,,
1424,12/15/22 19:35:00,,,,,128.830,-12.27,
1425,12/15/22 20:00:00,-12.19,-12.233,-11.95,-13.434,,,
1426,12/15/22 20:05:00,,,,,128.830,-12.27,
1427,12/15/22 20:30:00,-11.97,-12.040,-11.89,-13.906,,,
1428,12/15/22 20:35:00,,,,,128.830,-12.10,
1429,12/15/22 21:00:00,-11.86,-11.890,-11.82,-13.327,,,
1430,12/15/22 21:05:00,,,,,128.830,-11.84,
1431,12/15/22 21:30:00,-11.74,-11.740,-11.67,-12.533,,,
1432,12/15/22 21:35:00,,,,,128.830,-11.69,
1433,12/15/22 22:00:00,-11.71,-11.740,-11.59,-12.212,,,
1434,12/15/22 22:05:00,,,,,128.830,-11.76,
1435,12/15/22 22:30:00,-11.56,-11.590,-11.46,-12.405,,,
1436,12/15/22 22:35:00,,,,,128.830,-11.52,
1437,12/15/22 23:00:00,-11.41,-11.397,-11.29,-12.019,,,
1438,12/15/22 23:05:00,,,,,128.830,-11.67,
1439,12/15/22 23:30:00,-11.71,-11.718,-11.61,-12.169,,,
1440,12/15/22 23:35:00,,,,,128.830,-12.04,
1441,12/16/22 00:00:00,-12.38,-12.297,-12.14,-12.769,,,
1442,12/16/22 00:05:00,,,,,128.830,-12.64,
1443,12/16/22 00:30:00,-13.28,-13.027,-12.77,-13.434,,,
1444,12/16/22 00:35:00,,,,,128.830,-13.47,
1445,12/16/22 01:00:00,-13.34,-13.284,-13.13,-13.970,,,
1446,12/16/22 01:05:00,,,,,128.830,-13.84,
1447,12/16/22 01:30:00,-13.75,-13.563,-13.45,-14.078,,,
1448,12/16/22 01:35:00,,,,,128.830,-14.01,
1449,12/16/22 02:00:00,-14.40,-14.099,-13.92,-14.549,,,
1450,12/16/22 02:05:00,,,,,128.830,-14.40,
1451,12/16/22 02:30:00,-15.28,-14.914,-14.72,-15.322,,,
1452,12/16/22 02:35:00,,,,,128.830,-15.08,
1453,12/16/22 03:00:00,-15.43,-15.107,-15.00,-15.751,,,
1454,12/16/22 03:05:00,,,,,128.830,-15.55,
1455,12/16/22 03:30:00,-15.45,-15.364,-15.00,-15.965,,,
1456,12/16/22 03:35:00,,,,,128.830,-15.85,
1457,12/16/22 04:00:00,-15.51,-15.236,-14.93,-16.051,,,
1458,12/16/22 04:05:00,,,,,128.830,-16.00,
1459,12/16/22 04:30:00,-15.73,-15.600,-15.23,-16.222,,,
1460,12/16/22 04:35:00,,,,,128.830,-16.07,
1461,12/16/22 05:00:00,-16.05,-15.708,-15.43,-16.480,,,
1462,12/16/22 05:05:00,,,,,128.830,-16.20,
1463,12/16/22 05:30:00,-16.20,-15.965,-15.55,-16.630,,,
1464,12/16/22 05:35:00,,,,,128.830,-16.50,
1465,12/16/22 06:00:00,-16.39,-16.287,-15.94,-16.866,,,
1466,12/16/22 06:05:00,,,,,128.830,-16.61,
1467,12/16/22 06:30:00,-16.48,-16.201,-15.83,-16.823,,,
1468,12/16/22 06:35:00,,,,,128.830,-16.63,
1469,12/16/22 07:00:00,-16.69,-16.544,-16.11,-17.188,,,
1470,12/16/22 07:05:00,,,,,128.830,-16.78,
1471,12/16/22 07:30:00,-16.61,-16.437,-16.03,-16.909,,,
1472,12/16/22 07:35:00,,,,,128.830,-16.82,
1473,12/16/22 08:00:00,-17.12,-16.952,-16.61,-17.617,,,
1474,12/16/22 08:05:00,,,,,128.830,-17.01,
1475,12/16/22 08:30:00,-17.21,-17.123,-16.58,-17.702,,,
1476,12/16/22 08:35:00,,,,,128.830,-17.10,
1477,12/16/22 09:00:00,-17.31,-17.230,-16.91,-18.238,,,
1478,12/16/22 09:05:00,,,,,128.830,-17.25,
1479,12/16/22 09:30:00,-17.33,-17.166,-16.71,-17.852,,,
1480,12/16/22 09:35:00,,,,,128.830,-17.31,
1481,12/16/22 10:00:00,-17.40,-17.316,-16.91,-17.981,,,
1482,12/16/22 10:05:00,,,,,128.830,-17.48,
1483,12/16/22 10:30:00,-17.48,-17.295,-17.10,-17.981,,,
1484,12/16/22 10:35:00,,,,,128.830,-17.59,
1485,12/16/22 11:00:00,-17.63,-17.359,-16.93,-18.088,,,
1486,12/16/22 11:05:00,,,,,128.830,-17.94,
1487,12/16/22 11:30:00,-17.78,-17.724,-17.25,-18.775,,,
1488,12/16/22 11:35:00,,,,,128.830,-17.94,
1489,12/16/22 12:00:00,-17.74,-17.852,-17.40,-18.753,,,
1490,12/16/22 12:05:00,,,,,128.830,-17.89,
1491,12/16/22 12:30:00,-17.85,-17.874,-17.42,-18.539,,,
1492,12/16/22 12:35:00,,,,,128.830,-17.94,
1493,12/16/22 13:00:00,-17.57,-17.595,-17.18,-18.432,,,
1494,12/16/22 13:05:00,,,,,128.830,-17.98,
1495,12/16/22 13:30:00,-17.81,-17.810,-17.55,-18.925,,,
1496,12/16/22 13:35:00,,,,,128.830,-18.11,
1497,12/16/22 14:00:00,-17.81,-17.788,-17.44,-18.625,,,
1498,12/16/22 14:05:00,,,,,128.830,-17.98,
1499,12/16/22 14:30:00,-17.66,-17.595,-17.27,-18.582,,,
1500,12/16/22 14:35:00,,,,,128.830,-17.98,
1501,12/16/22 15:00:00,-17.63,-17.595,-17.40,-18.625,,,
1502,12/16/22 15:05:00,,,,,128.830,-18.00,
1503,12/16/22 15:30:00,-17.63,-17.638,-17.57,-18.775,,,
1504,12/16/22 15:35:00,,,,,128.830,-17.91,
1505,12/16/22 16:00:00,-17.72,-17.659,-17.38,-18.946,,,
1506,12/16/22 16:05:00,,,,,128.830,-17.76,
1507,12/16/22 16:30:00,-17.87,-17.895,-17.63,-19.118,,,
1508,12/16/22 16:35:00,,,,,128.830,-17.85,
1509,12/16/22 17:00:00,-17.76,-17.938,-17.61,-19.654,,,
1510,12/16/22 17:05:00,,,,,128.830,-17.96,
1511,12/16/22 17:30:00,-17.78,-17.874,-17.76,-20.233,,,
1512,12/16/22 17:35:00,,,,,128.830,-17.98,
1513,12/16/22 18:00:00,-17.63,-17.681,-17.66,-20.598,,,
1514,12/16/22 18:05:00,,,,,128.830,-17.89,
1515,12/16/22 18:30:00,-17.57,-17.531,-17.44,-20.126,,,
1516,12/16/22 18:35:00,,,,,128.830,-17.63,
1517,12/16/22 19:00:00,-17.31,-17.402,-17.25,-20.791,,,
1518,12/16/22 19:05:00,,,,,128.830,-17.48,
1519,12/16/22 19:30:00,-17.31,-17.359,-17.29,-19.997,,,
1520,12/16/22 19:35:00,,,,,128.830,-17.36,
1521,12/16/22 20:00:00,-17.36,-17.488,-17.31,-20.297,,,
1522,12/16/22 20:05:00,,,,,128.830,-17.48,
1523,12/16/22 20:30:00,-17.12,-17.423,-17.40,-20.941,,,
1524,12/16/22 20:35:00,,,,,128.830,-17.27,
1525,12/16/22 21:00:00,-17.27,-17.423,-17.38,-22.099,,,
1526,12/16/22 21:05:00,,,,,128.830,-17.33,
1527,12/16/22 21:30:00,-17.03,-17.252,-17.23,-22.142,,,
1528,12/16/22 21:35:00,,,,,128.830,-17.31,
1529,12/16/22 22:00:00,-17.14,-17.273,-17.16,-22.678,,,
1530,12/16/22 22:05:00,,,,,128.830,-17.23,
1531,12/16/22 22:30:00,-17.10,-17.402,-17.36,-22.721,,,
1532,12/16/22 22:35:00,,,,,128.830,-17.66,
1533,12/16/22 23:00:00,-17.14,-17.659,-17.46,-21.777,,,
1534,12/16/22 23:05:00,,,,,128.830,-17.63,
1535,12/16/22 23:30:00,-17.10,-17.724,-17.55,-25.188,,,
1536,12/16/22 23:35:00,,,,,128.830,-17.66,
1537,12/17/22 00:00:00,-17.03,-17.938,-17.44,-27.718,,,
1538,12/17/22 00:05:00,,,,,128.830,-18.04,
1539,12/17/22 00:30:00,-20.12,-20.962,-20.77,-27.504,,,
1540,12/17/22 00:35:00,,,,,128.830,-22.25,
1541,12/17/22 01:00:00,-20.77,-21.198,-21.22,-26.453,,,
1542,12/17/22 01:05:00,,,,,128.830,-22.01,
1543,12/17/22 01:30:00,-19.84,-20.276,-20.27,-26.474,,,
1544,12/17/22 01:35:00,,,,,128.830,-20.98,
1545,12/17/22 02:00:00,-20.47,-21.113,-21.13,-26.903,,,
1546,12/17/22 02:05:00,,,,,128.830,-22.46,
1547,12/17/22 02:30:00,-20.75,-21.949,-21.86,-26.646,,,
1548,12/17/22 02:35:00,,,,,128.830,-22.72,
1549,12/17/22 03:00:00,-22.10,-22.314,-21.69,-25.509,,,
1550,12/17/22 03:05:00,,,,,128.830,-22.87,
1551,12/17/22 03:30:00,-20.17,-20.684,-20.79,-26.324,,,
1552,12/17/22 03:35:00,,,,,128.830,-22.68,
1553,12/17/22 04:00:00,-20.51,-21.177,-21.11,-27.354,,,
1554,12/17/22 04:05:00,,,,,128.830,-21.62,
1555,12/17/22 04:30:00,-20.72,-21.134,-21.20,-26.560,,,
1556,12/17/22 04:35:00,,,,,128.830,-21.71,
1557,12/17/22 05:00:00,-20.36,-21.177,-21.11,-25.402,,,
1558,12/17/22 05:05:00,,,,,128.830,-22.76,
1559,12/17/22 05:30:00,-20.85,-21.713,-21.77,-28.255,,,
1560,12/17/22 05:35:00,,,,,128.830,-24.07,
1561,12/17/22 06:00:00,-21.97,-23.515,-23.36,-28.383,,,
1562,12/17/22 06:05:00,,,,,128.830,-25.36,
1563,12/17/22 06:30:00,-22.57,-23.708,-23.68,-28.877,,,
1564,12/17/22 06:35:00,,,,,128.830,-26.47,
1565,12/17/22 07:00:00,-22.87,-23.343,-23.75,-28.877,,,
1566,12/17/22 07:05:00,,,,,128.830,-24.41,
1567,12/17/22 07:30:00,-22.20,-22.936,-22.98,-28.598,,,
1568,12/17/22 07:35:00,,,,,128.830,-25.66,
1569,12/17/22 08:00:00,-22.29,-23.021,-23.08,-28.405,,,
1570,12/17/22 08:05:00,,,,,128.830,-25.46,
1571,12/17/22 08:30:00,-22.61,-23.665,-23.75,-28.748,,,
1572,12/17/22 08:35:00,,,,,128.830,-26.28,
1573,12/17/22 09:00:00,-23.86,-25.145,-25.16,-29.391,,,
1574,12/17/22 09:05:00,,,,,128.830,-26.45,
1575,12/17/22 09:30:00,-24.31,-24.866,-24.84,-29.670,,,
1576,12/17/22 09:35:00,,,,,128.830,-26.17,
1577,12/17/22 10:00:00,-23.92,-24.265,-24.33,-28.748,,,
1578,12/17/22 10:05:00,,,,,128.830,-26.11,
1579,12/17/22 10:30:00,-25.34,-26.024,-26.11,-27.268,,,
1580,12/17/22 10:35:00,,,,,128.830,-26.84,
1581,12/17/22 11:00:00,-25.16,-25.788,-25.85,-27.461,,,
1582,12/17/22 11:05:00,,,,,128.830,-25.87,
1583,12/17/22 11:30:00,-25.31,-25.745,-25.96,-28.105,,,
1584,12/17/22 11:35:00,,,,,128.830,-26.19,
1585,12/17/22 12:00:00,-25.16,-25.960,-26.06,-28.212,,,
1586,12/17/22 12:05:00,,,,,128.830,-26.06,
1587,12/17/22 12:30:00,-25.29,-26.088,-25.89,-28.533,,,
1588,12/17/22 12:35:00,,,,,128.830,-26.77,
1589,12/17/22 13:00:00,-25.23,-25.960,-25.87,-28.233,,,
1590,12/17/22 13:05:00,,,,,128.830,-26.28,
1591,12/17/22 13:30:00,-24.89,-25.466,-25.44,-28.276,,,
1592,12/17/22 13:35:00,,,,,128.830,-26.39,
1593,12/17/22 14:00:00,-24.71,-25.445,-25.36,-27.611,,,
1594,12/17/22 14:05:00,,,,,128.830,-25.81,
1595,12/17/22 14:30:00,-24.20,-24.866,-24.71,-26.689,,,
1596,12/17/22 14:35:00,,,,,128.830,-26.13,
1597,12/17/22 15:00:00,-24.09,-24.759,-24.61,-26.153,,,
1598,12/17/22 15:05:00,,,,,128.830,-25.06,
1599,12/17/22 15:30:00,-23.83,-24.415,-24.31,-24.973,,,
1600,12/17/22 15:35:00,,,,,128.830,-24.71,
1601,12/17/22 16:00:00,-23.25,-23.579,-23.49,-23.901,,,
1602,12/17/22 16:05:00,,,,,128.830,-23.30,
1603,12/17/22 16:30:00,-22.55,-22.764,-22.76,-23.343,,,
1604,12/17/22 16:35:00,,,,,128.830,-22.74,
1605,12/17/22 17:00:00,-22.14,-22.442,-22.44,-22.828,,,
1606,12/17/22 17:05:00,,,,,128.830,-22.16,
1607,12/17/22 17:30:00,-21.97,-22.228,-22.23,-22.700,,,
1608,12/17/22 17:35:00,,,,,128.830,-21.97,
1609,12/17/22 18:00:00,-21.75,-21.992,-22.01,-22.528,,,
