Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
1855,09/21/22 03:10:00,27,16,18,33,,28,22,19,,,,,,,,41
1856,09/21/22 03:15:00,28,16,18,36,,29,23,19,,,,,,,,41
1857,09/21/22 03:20:00,29,16,21,37,,31,24,19,,,,,,,,39
1858,09/21/22 03:25:00,28,14,19,36,,28,24,19,,,,,,,,42
1859,09/21/22 03:30:00,28,14,21,37,,31,24,17,,,,,,,,47
1860,09/21/22 03:35:00,26,12,22,36,,27,23,17,,,,,,,,47
1861,09/21/22 03:40:00,24,11,19,32,,23,22,16,,,,,,,,32
1862,09/21/22 03:45:00,22,9,18,28,,19,21,13,,,,,,,,31
1863,09/21/22 03:50:00,19,8,17,26,,17,18,12,,,,,,,,31
1864,09/21/22 03:55:00,17,8,17,23,,14,18,12,,,,,,,,24
1865,09/21/22 04:00:00,14,6,16,21,,11,17,9,,,,,,,,23
1866,09/21/22 04:05:00,12,6,14,18,,11,14,8,,,,,,,,18
1867,09/21/22 04:10:00,11,4,14,19,,12,14,6,,,,,,,,16
1868,09/21/22 04:15:00,9,4,12,14,,8,13,6,,,,,,,,12
1869,09/21/22 04:20:00,7,3,7,9,,4,8,4,,,,,,,,11
1870,09/21/22 04:25:00,6,2,6,7,,3,7,3,,,,,,,,7
1871,09/21/22 04:30:00,3,2,4,6,,2,4,2,,,,,,,,6
1872,09/21/22 04:35:00,2,1,2,3,,1,2,2,,,,,,,,3
1873,09/21/22 04:40:00,2,1,2,2,,1,1,1,,,,,,,,2
1874,09/21/22 04:45:00,1,1,1,1,,1,1,1,,,,,,,,2
1875,09/21/22 04:50:00,1,1,1,1,,1,1,1,,,,,,,,2
1876,09/21/22 04:55:00,1,1,1,1,,1,1,1,,,,,,,,2
1877,09/21/22 05:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1878,09/21/22 05:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1879,09/21/22 05:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1880,09/21/22 05:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1881,09/21/22 05:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1882,09/21/22 05:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1883,09/21/22 05:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1884,09/21/22 05:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1885,09/21/22 05:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1886,09/21/22 05:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1887,09/21/22 05:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1888,09/21/22 05:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1889,09/21/22 06:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1890,09/21/22 06:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1891,09/21/22 06:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1892,09/21/22 06:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1893,09/21/22 06:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1894,09/21/22 06:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1895,09/21/22 06:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1896,09/21/22 06:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1897,09/21/22 06:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1898,09/21/22 06:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1899,09/21/22 06:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1900,09/21/22 06:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1901,09/21/22 07:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1902,09/21/22 07:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1903,09/21/22 07:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1904,09/21/22 07:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1905,09/21/22 07:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1906,09/21/22 07:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1907,09/21/22 07:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1908,09/21/22 07:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1909,09/21/22 07:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1910,09/21/22 07:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1911,09/21/22 07:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1912,09/21/22 07:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1913,09/21/22 08:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1914,09/21/22 08:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1915,09/21/22 08:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1916,09/21/22 08:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1917,09/21/22 08:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1918,09/21/22 08:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1919,09/21/22 08:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1920,09/21/22 08:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1921,09/21/22 08:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1922,09/21/22 08:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1923,09/21/22 08:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1924,09/21/22 08:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1925,09/21/22 09:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1926,09/21/22 09:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1927,09/21/22 09:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1928,09/21/22 09:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1929,09/21/22 09:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1930,09/21/22 09:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1931,09/21/22 09:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1932,09/21/22 09:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1933,09/21/22 09:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1934,09/21/22 09:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1935,09/21/22 09:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1936,09/21/22 09:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1937,09/21/22 10:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1938,09/21/22 10:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1939,09/21/22 10:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1940,09/21/22 10:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1941,09/21/22 10:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1942,09/21/22 10:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1943,09/21/22 10:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1944,09/21/22 10:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1945,09/21/22 10:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1946,09/21/22 10:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1947,09/21/22 10:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1948,09/21/22 10:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1949,09/21/22 11:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1950,09/21/22 11:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1951,09/21/22 11:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1952,09/21/22 11:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1953,09/21/22 11:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1954,09/21/22 11:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1955,09/21/22 11:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1956,09/21/22 11:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1957,09/21/22 11:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1958,09/21/22 11:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1959,09/21/22 11:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1960,09/21/22 11:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1961,09/21/22 12:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1962,09/21/22 12:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1963,09/21/22 12:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1964,09/21/22 12:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1965,09/21/22 12:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1966,09/21/22 12:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1967,09/21/22 12:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1968,09/21/22 12:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1969,09/21/22 12:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1970,09/21/22 12:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1971,09/21/22 12:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1972,09/21/22 12:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1973,09/21/22 13:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1974,09/21/22 13:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1975,09/21/22 13:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1976,09/21/22 13:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1977,09/21/22 13:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1978,09/21/22 13:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1979,09/21/22 13:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1980,09/21/22 13:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1981,09/21/22 13:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1982,09/21/22 13:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1983,09/21/22 13:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1984,09/21/22 13:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1985,09/21/22 14:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1986,09/21/22 14:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1987,09/21/22 14:10:00,1,1,1,1,,1,1,1,,,,,,,,1
1988,09/21/22 14:15:00,1,1,1,1,,1,1,1,,,,,,,,1
1989,09/21/22 14:20:00,1,1,1,1,,1,1,1,,,,,,,,1
1990,09/21/22 14:25:00,1,1,1,1,,1,1,1,,,,,,,,1
1991,09/21/22 14:30:00,1,1,1,1,,1,1,1,,,,,,,,1
1992,09/21/22 14:35:00,1,1,1,1,,1,1,1,,,,,,,,1
1993,09/21/22 14:40:00,1,1,1,1,,1,1,1,,,,,,,,1
1994,09/21/22 14:45:00,1,1,1,1,,1,1,1,,,,,,,,1
1995,09/21/22 14:50:00,1,1,1,1,,1,1,1,,,,,,,,1
1996,09/21/22 14:55:00,1,1,1,1,,1,1,1,,,,,,,,1
1997,09/21/22 15:00:00,1,1,1,1,,1,1,1,,,,,,,,1
1998,09/21/22 15:05:00,1,1,1,1,,1,1,1,,,,,,,,1
1999,09/21/22 15:10:00,1,1,1,1,,1,1,1,,,,,,,,1
2000,09/21/22 15:15:00,1,1,1,1,,1,1,1,,,,,,,,1
2001,09/21/22 15:20:00,1,1,1,1,,1,1,1,,,,,,,,1
2002,09/21/22 15:25:00,1,1,1,1,,1,1,1,,,,,,,,1
2003,09/21/22 15:30:00,1,1,1,1,,1,1,1,,,,,,,,1
2004,09/21/22 15:35:00,1,1,1,1,,1,1,1,,,,,,,,1
2005,09/21/22 15:40:00,1,1,1,1,,1,1,1,,,,,,,,1
2006,09/21/22 15:45:00,1,1,1,1,,1,1,1,,,,,,,,1
2007,09/21/22 15:50:00,1,1,1,1,,1,1,1,,,,,,,,1
2008,09/21/22 15:55:00,1,1,1,1,,1,1,1,,,,,,,,1
2009,09/21/22 16:00:00,1,1,1,1,,1,1,1,,,,,,,,1
2010,09/21/22 16:05:00,1,1,1,1,,1,1,1,,,,,,,,2
2011,09/21/22 16:10:00,1,1,1,1,,1,1,1,,,,,,,,2
2012,09/21/22 16:15:00,1,1,1,1,,1,1,1,,,,,,,,2
2013,09/21/22 16:20:00,2,1,1,2,,1,1,2,,,,,,,,3
2014,09/21/22 16:25:00,4,2,2,3,,1,2,3,,,,,,,,4
2015,09/21/22 16:30:00,6,2,2,4,,2,2,4,,,,,,,,6
2016,09/21/22 16:35:00,7,4,4,6,,2,3,6,,,,,,,,8
2017,09/21/22 16:40:00,8,4,4,7,,2,4,7,,,,,,,,11
2018,09/21/22 16:45:00,9,6,6,8,,3,4,8,,,,,,,,11
2019,09/21/22 16:50:00,11,6,6,9,,4,6,9,,,,,,,,14
2020,09/21/22 16:55:00,12,8,7,12,,6,7,12,,,,,,,,17
2021,09/21/22 17:00:00,14,8,8,13,,7,8,13,,,,,,,,19
2022,09/21/22 17:05:00,16,9,9,14,,8,9,14,,,,,,,,19
2023,09/21/22 17:10:00,18,11,11,17,,9,11,16,,,,,,,,23
2024,09/21/22 17:15:00,22,13,12,19,,11,12,18,,,,,,,,26
2025,09/21/22 17:20:00,24,17,13,23,,13,14,22,,,,,,,,28
2026,09/21/22 17:25:00,26,18,14,24,,14,16,23,,,,,,,,29
2027,09/21/22 17:30:00,29,19,17,27,,16,17,28,,,,,,,,34
2028,09/21/22 17:35:00,31,21,17,28,,17,19,31,,,,,,,,41
2029,09/21/22 17:40:00,33,23,18,32,,18,21,33,,,,,,,,44
2030,09/21/22 17:45:00,37,24,21,34,,21,23,34,,,,,,,,46
2031,09/21/22 17:50:00,39,28,23,38,,22,26,38,,,,,,,,48
2032,09/21/22 17:55:00,44,29,26,42,,24,27,39,,,,,,,,51
2033,09/21/22 18:00:00,52,36,29,49,,28,28,43,,,,,,,,58
2034,09/21/22 18:05:00,57,43,33,57,,32,29,44,,,,,,,,78
2035,09/21/22 18:10:00,58,44,33,56,,31,33,58,,,,,,,,86
2036,09/21/22 18:15:00,56,46,34,57,,32,38,66,,,,,,,,89
2037,09/21/22 18:20:00,59,47,33,57,,33,36,62,,,,,,,,66
2038,09/21/22 18:25:00,49,44,31,52,,28,33,52,,,,,,,,54
2039,09/21/22 18:30:00,43,37,24,43,,24,28,48,,,,,,,,53
2040,09/21/22 18:35:00,39,34,23,41,,22,26,43,,,,,,,,52
2041,09/21/22 18:40:00,41,33,22,39,,22,24,43,,,,,,,,51
2042,09/21/22 18:45:00,38,29,22,37,,21,23,42,,,,,,,,63
2043,09/21/22 18:50:00,44,36,22,41,,23,27,52,,,,,,,,81
2044,09/21/22 18:55:00,44,37,22,41,,23,29,71,,,,,,,,74
2045,09/21/22 19:00:00,44,36,21,39,,23,27,51,,,,,,,,83
2046,09/21/22 19:05:00,46,38,21,42,,26,26,67,,,,,,,,83
2047,09/21/22 19:10:00,52,39,23,46,,28,27,58,,,,,,,,82
2048,09/21/22 19:15:00,52,43,24,51,,32,32,66,,,,,,,,91
2049,09/21/22 19:20:00,54,43,27,52,,33,33,63,,,,,,,,86
2050,09/21/22 19:25:00,57,42,28,54,,34,36,62,,,,,,,,91
2051,09/21/22 19:30:00,72,48,33,63,,42,39,64,,,,,,,,94
2052,09/21/22 19:35:00,82,61,39,78,,53,48,77,,,,,,,,87
2053,09/21/22 19:40:00,89,63,47,86,,56,56,84,,,,,,,,83
2054,09/21/22 19:45:00,93,69,53,97,,61,59,83,,,,,,,,91
2055,09/21/22 19:50:00,84,63,52,93,,59,56,64,,,,,,,,104
2056,09/21/22 19:55:00,79,53,47,79,,49,48,64,,,,,,,,104
2057,09/21/22 20:00:00,73,48,43,73,,46,44,58,,,,,,,,139
2058,09/21/22 20:05:00,106,64,47,89,,62,49,82,,,,,,,,172
2059,09/21/22 20:10:00,156,126,49,131,,103,67,169,,,,,,,,192
2060,09/21/22 20:15:00,161,147,49,141,,108,79,222,,,,,,,,168
2061,09/21/22 20:20:00,157,141,54,138,,98,93,211,,,,,,,,137
2062,09/21/22 20:25:00,157,132,67,147,,102,108,173,,,,,,,,138
2063,09/21/22 20:30:00,128,103,74,137,,89,94,102,,,,,,,,131
2064,09/21/22 20:35:00,97,78,63,117,,79,64,72,,,,,,,,129
2065,09/21/22 20:40:00,79,66,48,87,,56,56,101,,,,,,,,132
2066,09/21/22 20:45:00,109,79,41,89,,68,64,103,,,,,,,,106
2067,09/21/22 20:50:00,98,82,47,107,,83,67,97,,,,,,,,82
2068,09/21/22 20:55:00,58,49,44,81,,54,51,77,,,,,,,,82
2069,09/21/22 21:00:00,67,44,34,64,,44,41,62,,,,,,,,122
2070,09/21/22 21:05:00,86,64,41,82,,61,51,79,,,,,,,,171
2071,09/21/22 21:10:00,73,63,41,77,,53,52,87,,,,,,,,157
2072,09/21/22 21:15:00,102,69,41,86,,64,48,76,,,,,94,,,134
2073,09/21/22 21:20:00,81,71,47,91,,63,58,107,,,,,93,,,139
2074,09/21/22 21:25:00,82,63,43,76,,48,63,96,,,,,83,,,144
2075,09/21/22 21:30:00,87,62,48,84,,56,59,87,,,,,94,,,139
2076,09/21/22 21:35:00,92,62,51,89,,57,61,87,,,,,101,,,126
2077,09/21/22 21:40:00,99,68,58,99,,62,68,93,,,,,109,,,146
2078,09/21/22 21:45:00,103,73,64,104,,63,72,103,,,,,117,,,149
2079,09/21/22 21:50:00,122,84,67,118,,78,77,108,,,,,132,,,129
2080,09/21/22 21:55:00,98,82,63,108,,69,84,108,,,,,109,,,136
2081,09/21/22 22:00:00,88,62,59,94,,57,67,83,,,,,108,,,127
2082,09/21/22 22:05:00,93,66,53,93,,61,69,111,,,,,104,,,109
2083,09/21/22 22:10:00,86,66,52,91,,57,77,101,,,,,97,,,122
2084,09/21/22 22:15:00,87,59,54,89,,56,67,77,,,,,101,,,104
2085,09/21/22 22:20:00,83,58,54,91,,56,61,76,,,,,98,,,106
2086,09/21/22 22:25:00,88,58,52,89,,57,58,77,,,,,98,,,112
2087,09/21/22 22:30:00,86,61,51,89,,57,61,76,,,,,94,,,98
2088,09/21/22 22:35:00,94,63,53,93,,59,63,81,,,,,103,,,96
2089,09/21/22 22:40:00,89,63,57,96,,59,68,79,,,,,103,,,99
2090,09/21/22 22:45:00,93,58,53,94,,63,62,72,,,,,101,,,96
2091,09/21/22 22:50:00,104,66,56,107,,76,66,86,,,,,119,,,92
2092,09/21/22 22:55:00,87,64,57,97,,62,74,79,,,,,103,,,91
2093,09/21/22 23:00:00,83,56,51,89,,56,63,74,,,,,93,,,87
2094,09/21/22 23:05:00,81,56,51,89,,56,61,68,,,,,91,,,89
2095,09/21/22 23:10:00,83,54,49,84,,53,58,68,,,,,93,78,-888.88,101
2096,09/21/22 23:15:00,64,52,47,76,,43,58,76,,,,,71,61,-888.88,101
2097,09/21/22 23:20:00,68,46,41,68,,41,56,67,,,,,73,59,,97
2098,09/21/22 23:25:00,77,49,47,79,,48,52,66,63,,,,84,69,,96
2099,09/21/22 23:30:00,83,53,49,86,,54,52,68,71,,61,,93,74,63,111
2100,09/21/22 23:35:00,76,54,51,84,,49,61,79,69,,66,,89,78,57,123
2101,09/21/22 23:40:00,83,54,49,84,,53,64,81,68,,64,,93,73,59,114
2102,09/21/22 23:45:00,82,57,51,89,,54,63,79,72,,68,,94,78,63,108
2103,09/21/22 23:50:00,81,54,51,84,,51,62,77,69,,66,,92,76,61,103
2104,09/21/22 23:55:00,79,56,51,87,,52,64,79,69,,66,,91,74,61,108
2105,09/22/22 00:00:00,77,53,49,83,,51,67,79,67,,63,,87,73,58,116
2106,09/22/22 00:05:00,79,51,44,84,,57,62,73,68,,66,,89,69,58,112
2107,09/22/22 00:10:00,73,51,44,82,,52,58,76,67,,66,,82,71,56,94
