Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
421,06/18/24 12:00:00,47,18,31,37,14,18,47,32,26,
422,06/18/24 13:00:00,48,27,33,39,17,19,62,42,36,
423,06/18/24 14:00:00,98,64,93,78,32,38,108,99,63,
424,06/18/24 15:00:00,146,149,158,144,68,82,151,196,128,
425,06/18/24 16:00:00,94,78,81,108,47,67,101,118,111,
426,06/18/24 17:00:00,174,109,87,131,58,73,236,141,134,
427,06/18/24 18:00:00,148,181,78,133,66,64,157,191,188,
428,06/18/24 19:00:00,396,199,87,179,99,88,882,238,259,
429,06/18/24 20:00:00,234,202,132,243,131,142,231,272,291,
430,06/18/24 21:00:00,224,241,131,306,239,219,972,271,316,
431,06/18/24 22:00:00,366,337,114,391,364,282,949,273,429,
432,06/18/24 23:00:00,211,181,123,271,201,197,178,207,279,
433,06/19/24 00:00:00,421,152,147,338,279,271,153,213,359,
434,06/19/24 01:00:00,568,39,46,566,771,561,41,454,606,
435,06/19/24 02:00:00,493,24,33,517,702,501,27,33,531,
436,06/19/24 03:00:00,419,21,56,469,568,443,23,31,469,
437,06/19/24 04:00:00,342,18,438,414,149,381,22,221,64,
438,06/19/24 05:00:00,26,17,396,308,33,314,19,162,26,
439,06/19/24 06:00:00,22,16,337,197,21,256,17,157,22,
440,06/19/24 07:00:00,18,14,281,231,17,202,16,104,18,
441,06/19/24 08:00:00,14,14,232,177,14,142,13,26,14,
442,06/19/24 09:00:00,12,46,196,136,13,72,12,59,12,
443,06/19/24 10:00:00,11,14,161,98,11,14,11,79,11,
444,06/19/24 11:00:00,12,21,147,104,9,12,12,78,11,
445,06/19/24 12:00:00,16,31,147,112,11,12,14,91,11,
446,06/19/24 13:00:00,21,49,171,134,12,13,116,126,13,
447,06/19/24 14:00:00,27,87,197,26,13,16,183,171,17,
448,06/19/24 15:00:00,138,199,233,28,14,17,272,231,37,
449,06/19/24 16:00:00,286,332,194,31,14,18,366,301,271,
450,06/19/24 17:00:00,371,434,31,239,17,19,492,377,382,
451,06/19/24 18:00:00,459,536,29,39,22,19,669,451,462,
452,06/19/24 19:00:00,547,629,31,171,31,19,839,519,534,
453,06/19/24 20:00:00,604,681,29,493,179,23,821,559,597,
454,06/19/24 21:00:00,633,739,41,548,644,192,698,592,642,
455,06/19/24 22:00:00,204,692,52,573,701,484,892,304,638,
456,06/19/24 23:00:00,659,161,28,596,812,591,734,248,719,
457,06/20/24 00:00:00,622,32,27,564,788,578,52,36,683,
458,06/20/24 01:00:00,569,26,28,553,768,551,34,442,593,
459,06/20/24 02:00:00,,,,,,508,27,31,538,
460,06/20/24 03:00:00,252,,,,487,388,124,94,391,
461,06/20/24 04:00:00,128,63,127,166,79,202,119,139,187,
462,06/20/24 05:00:00,124,67,121,164,82,118,92,114,127,
463,06/20/24 06:00:00,66,46,61,89,46,61,59,74,79,
464,06/20/24 07:00:00,36,31,39,57,28,41,33,51,53,
465,06/20/24 08:00:00,19,18,21,32,17,21,19,28,31,
466,06/20/24 09:00:00,17,11,12,19,9,12,17,17,18,
467,06/20/24 10:00:00,17,9,12,18,8,9,11,14,14,
468,06/20/24 11:00:00,14,8,11,16,7,9,22,13,14,
469,06/20/24 12:00:00,31,13,18,26,11,14,27,22,21,
470,06/20/24 13:00:00,26,32,59,56,14,19,63,48,31,
471,06/20/24 14:00:00,56,73,141,57,17,19,119,129,33,
472,06/20/24 15:00:00,57,161,184,68,21,23,266,192,64,
473,06/20/24 16:00:00,229,252,138,77,24,24,364,288,253,
474,06/20/24 17:00:00,371,418,41,226,23,22,471,369,373,
475,06/20/24 18:00:00,463,522,34,52,27,23,622,423,426,
476,06/20/24 19:00:00,532,608,31,171,38,23,839,496,507,
477,06/20/24 20:00:00,594,702,29,503,184,22,808,562,596,
478,06/20/24 21:00:00,638,746,29,544,656,193,843,589,644,
479,06/20/24 22:00:00,194,722,29,568,734,513,839,286,681,
480,06/20/24 23:00:00,654,161,31,578,781,583,729,244,701,
481,06/21/24 00:00:00,621,36,33,563,783,572,62,42,678,
482,06/21/24 01:00:00,561,32,34,547,756,539,46,432,583,
483,06/21/24 02:00:00,491,28,38,518,698,497,33,39,529,
484,06/21/24 03:00:00,417,24,58,467,562,438,27,36,466,
485,06/21/24 04:00:00,342,19,437,417,154,378,23,218,71,
486,06/21/24 05:00:00,26,18,397,312,34,314,19,164,27,
487,06/21/24 06:00:00,23,16,333,193,23,253,18,154,22,
488,06/21/24 07:00:00,19,16,279,229,18,199,17,104,19,
489,06/21/24 08:00:00,16,14,233,178,16,143,14,29,17,
490,06/21/24 09:00:00,12,34,168,111,12,61,9,43,12,
491,06/21/24 10:00:00,8,6,16,16,4,7,8,14,9,
492,06/21/24 11:00:00,8,6,14,14,4,6,8,13,8,
493,06/21/24 12:00:00,37,24,92,73,8,14,34,69,18,
494,06/21/24 13:00:00,16,38,124,97,12,13,19,79,17,
495,06/21/24 14:00:00,28,66,132,31,11,13,53,106,19,
496,06/21/24 15:00:00,42,186,217,36,16,19,252,214,41,
497,06/21/24 16:00:00,272,313,191,44,18,22,351,291,253,
498,06/21/24 17:00:00,368,408,43,233,23,24,213,347,346,
499,06/21/24 18:00:00,409,402,42,73,37,32,619,358,371,
500,06/21/24 19:00:00,313,361,62,164,82,61,522,327,339,
501,06/21/24 20:00:00,244,234,116,257,156,133,227,263,291,
502,06/21/24 21:00:00,851,589,77,472,501,249,934,471,543,
503,06/21/24 22:00:00,376,612,102,563,614,381,328,377,578,
504,06/21/24 23:00:00,478,197,149,392,338,311,592,239,431,
505,06/22/24 00:00:00,613,63,72,596,778,568,76,78,684,
506,06/22/24 01:00:00,538,34,38,543,741,528,46,422,573,
507,06/22/24 02:00:00,474,27,39,503,671,484,33,41,516,
508,06/22/24 03:00:00,402,24,58,456,541,431,28,38,454,
509,06/22/24 04:00:00,326,21,417,401,153,366,26,208,76,
510,06/22/24 05:00:00,31,18,376,301,39,301,22,158,33,
511,06/22/24 06:00:00,26,17,317,189,26,241,19,148,27,
512,06/22/24 07:00:00,22,16,266,219,21,189,17,102,22,
513,06/22/24 08:00:00,17,14,218,168,17,133,14,32,18,
514,06/22/24 09:00:00,16,41,177,123,14,67,13,56,14,
515,06/22/24 10:00:00,12,13,139,87,11,16,12,71,12,
516,06/22/24 11:00:00,13,18,124,89,9,12,12,68,11,
517,06/22/24 12:00:00,16,28,131,98,11,12,16,83,12,
518,06/22/24 13:00:00,22,46,154,122,12,14,104,113,16,
519,06/22/24 14:00:00,31,82,183,32,14,17,171,161,21,
520,06/22/24 15:00:00,119,183,218,36,16,19,251,219,41,
521,06/22/24 16:00:00,272,311,189,41,18,21,361,288,253,
522,06/22/24 17:00:00,354,412,39,232,21,22,469,363,361,
523,06/22/24 18:00:00,438,507,36,52,27,23,633,431,437,
524,06/22/24 19:00:00,517,599,34,167,38,24,801,496,509,
525,06/22/24 20:00:00,578,677,34,493,179,27,778,546,577,
526,06/22/24 21:00:00,622,721,36,534,627,192,821,574,626,
527,06/22/24 22:00:00,354,659,38,541,671,431,471,332,647,
528,06/22/24 23:00:00,626,133,38,529,692,491,691,226,617,
529,06/23/24 00:00:00,576,59,68,557,717,551,188,87,656,
530,06/23/24 01:00:00,354,69,79,513,654,547,74,428,618,
531,06/23/24 02:00:00,483,29,46,491,652,479,37,47,512,
532,06/23/24 03:00:00,382,32,87,469,524,422,47,62,432,
533,06/23/24 04:00:00,158,38,286,314,181,258,87,118,134,
534,06/23/24 05:00:00,47,46,274,272,76,231,33,148,93,
535,06/23/24 06:00:00,86,39,98,113,44,86,71,81,77,
536,06/23/24 07:00:00,56,39,79,98,41,68,43,72,69,
537,06/23/24 08:00:00,36,27,57,67,24,44,31,52,46,
538,06/23/24 09:00:00,33,21,43,51,18,31,29,41,33,
539,06/23/24 10:00:00,32,26,112,84,21,29,31,74,33,
540,06/23/24 11:00:00,39,36,164,134,22,29,37,104,32,
541,06/23/24 12:00:00,48,39,108,101,23,32,43,84,41,
542,06/23/24 13:00:00,71,44,69,79,27,34,69,73,54,
543,06/23/24 14:00:00,59,51,69,77,28,32,62,77,57,
544,06/23/24 15:00:00,98,83,87,101,34,38,102,101,81,
545,06/23/24 16:00:00,156,112,101,132,49,57,157,136,117,
546,06/23/24 17:00:00,239,193,109,167,63,59,342,228,208,
547,06/23/24 18:00:00,309,401,79,139,63,59,397,313,304,
548,06/23/24 19:00:00,459,532,66,231,86,56,761,443,444,
549,06/23/24 20:00:00,604,692,31,493,194,24,831,566,593,
550,06/23/24 21:00:00,648,762,27,556,672,189,871,606,651,
551,06/23/24 22:00:00,368,741,27,582,761,516,844,297,694,
552,06/23/24 23:00:00,616,164,27,584,797,582,757,249,706,
553,06/24/24 00:00:00,634,33,28,564,789,554,64,47,662,
554,06/24/24 01:00:00,572,26,31,551,768,547,37,441,588,
555,06/24/24 02:00:00,299,32,53,499,668,484,99,63,521,
556,06/24/24 03:00:00,284,39,102,438,488,406,51,67,416,
557,06/24/24 04:00:00,348,46,299,342,148,351,42,208,137,
558,06/24/24 05:00:00,123,39,238,243,86,236,51,127,97,
559,06/24/24 06:00:00,66,36,229,192,54,187,54,114,72,
560,06/24/24 07:00:00,56,33,86,94,36,67,41,72,63,
561,06/24/24 08:00:00,34,24,41,53,22,28,19,36,34,
562,06/24/24 09:00:00,16,13,18,26,12,14,17,21,21,
563,06/24/24 10:00:00,14,8,13,18,7,9,12,14,14,
564,06/24/24 11:00:00,21,8,12,17,7,9,13,14,14,
565,06/24/24 12:00:00,17,9,12,18,8,9,13,14,16,
566,06/24/24 13:00:00,33,12,13,19,9,12,23,17,19,
567,06/24/24 14:00:00,88,38,43,63,28,36,97,56,54,
568,06/24/24 15:00:00,58,63,71,97,43,52,56,84,82,
569,06/24/24 16:00:00,108,88,79,114,52,63,119,107,107,
570,06/24/24 17:00:00,216,206,106,178,68,71,188,212,204,
571,06/24/24 18:00:00,396,263,107,186,89,84,433,271,274,
572,06/24/24 19:00:00,271,432,128,274,119,112,349,422,407,
573,06/24/24 20:00:00,522,571,93,417,236,92,837,477,502,
574,06/24/24 21:00:00,609,508,81,431,439,199,593,416,486,
575,06/24/24 22:00:00,413,466,143,503,488,344,438,381,532,
576,06/24/24 23:00:00,429,262,126,451,467,308,369,298,472,
577,06/25/24 00:00:00,864,166,148,456,446,364,272,238,474,
578,06/25/24 01:00:00,197,122,138,414,416,354,188,286,446,
579,06/25/24 02:00:00,246,121,151,281,201,204,148,184,254,
580,06/25/24 03:00:00,218,108,148,263,181,187,159,166,219,
581,06/25/24 04:00:00,244,77,139,206,123,149,102,129,158,
582,06/25/24 05:00:00,84,68,234,268,96,249,92,129,133,
583,06/25/24 06:00:00,61,44,54,79,39,52,58,68,71,
584,06/25/24 07:00:00,36,26,31,47,24,31,32,42,43,
585,06/25/24 08:00:00,26,18,22,34,17,22,22,29,29,
586,06/25/24 09:00:00,18,12,14,23,11,14,14,19,21,
587,06/25/24 10:00:00,7,6,8,12,4,7,7,11,12,
588,06/25/24 11:00:00,11,4,4,8,3,4,11,7,8,
589,06/25/24 12:00:00,11,6,7,11,4,7,9,11,11,
590,06/25/24 13:00:00,14,6,8,12,6,7,12,11,12,
591,06/25/24 14:00:00,33,12,14,22,11,14,29,19,21,
592,06/25/24 15:00:00,82,29,32,49,26,31,71,43,44,
593,06/25/24 16:00:00,124,76,72,104,47,58,122,104,98,
594,06/25/24 17:00:00,139,132,99,158,76,87,204,164,158,
595,06/25/24 18:00:00,253,172,123,203,101,113,288,222,218,
596,06/25/24 19:00:00,321,221,124,238,128,126,387,251,253,
597,06/25/24 20:00:00,571,562,67,418,194,64,767,461,477,
598,06/25/24 21:00:00,661,694,31,509,601,193,867,552,597,
599,06/25/24 22:00:00,487,698,39,558,714,494,839,306,671,
600,06/25/24 23:00:00,616,197,59,538,684,519,654,253,629,
601,06/26/24 00:00:00,488,78,74,487,611,457,158,111,554,
602,06/26/24 01:00:00,462,67,83,489,609,451,106,367,502,
603,06/26/24 02:00:00,396,73,108,401,441,347,104,124,384,
604,06/26/24 03:00:00,367,59,113,377,383,324,97,102,346,
605,06/26/24 04:00:00,159,74,209,264,156,211,119,137,164,
606,06/26/24 05:00:00,109,68,146,179,82,134,87,127,121,
607,06/26/24 06:00:00,84,52,144,152,61,121,66,108,89,
608,06/26/24 07:00:00,58,38,98,112,41,78,48,78,64,
609,06/26/24 08:00:00,37,28,61,71,27,47,31,53,46,
610,06/26/24 09:00:00,22,18,27,36,16,22,19,31,29,
611,06/26/24 10:00:00,17,12,17,23,11,14,14,21,19,
612,06/26/24 11:00:00,17,11,18,23,8,12,16,21,18,
613,06/26/24 12:00:00,17,9,12,18,8,11,14,16,16,
614,06/26/24 13:00:00,21,9,9,16,8,9,22,14,16,
615,06/26/24 14:00:00,7,8,9,14,6,9,8,12,13,
616,06/26/24 15:00:00,84,26,24,39,23,27,72,34,39,
617,06/26/24 16:00:00,112,86,77,107,49,61,103,108,104,
618,06/26/24 17:00:00,239,176,89,162,62,69,266,196,188,
619,06/26/24 18:00:00,387,243,94,158,77,81,502,254,252,
620,06/26/24 19:00:00,474,442,96,237,93,81,646,406,412,
621,06/26/24 20:00:00,398,481,87,393,156,88,397,431,458,
622,06/26/24 21:00:00,392,307,83,296,256,154,441,281,338,
623,06/26/24 22:00:00,462,504,82,469,512,367,596,284,544,
624,06/26/24 23:00:00,542,197,69,499,604,454,551,257,582,
625,06/27/24 00:00:00,532,109,93,477,557,419,197,148,528,
626,06/27/24 01:00:00,494,93,92,459,538,407,122,329,476,
627,06/27/24 02:00:00,186,78,108,397,426,347,119,127,387,
628,06/27/24 03:00:00,413,79,136,274,213,204,91,132,226,
629,06/27/24 04:00:00,138,49,281,306,164,259,81,132,131,
630,06/27/24 05:00:00,94,59,164,193,76,146,73,113,107,
631,06/27/24 06:00:00,74,49,116,137,56,101,59,99,84,
632,06/27/24 07:00:00,54,36,106,117,39,84,43,77,61,
633,06/27/24 08:00:00,16,19,66,64,17,42,13,42,29,
634,06/27/24 09:00:00,16,8,18,22,8,12,14,17,14,
635,06/27/24 10:00:00,21,11,37,33,9,14,19,26,16,
636,06/27/24 11:00:00,9,11,34,32,7,12,9,28,13,
637,06/27/24 12:00:00,14,14,47,39,7,9,16,34,11,
638,06/27/24 13:00:00,23,42,131,104,12,14,88,98,17,
639,06/27/24 14:00:00,32,82,173,37,16,18,157,151,26,
640,06/27/24 15:00:00,54,149,182,46,18,21,247,182,44,
641,06/27/24 16:00:00,333,268,192,63,33,33,407,271,243,
642,06/27/24 17:00:00,59,122,78,121,47,62,87,167,154,
643,06/27/24 18:00:00,88,58,49,84,47,53,78,81,86,
644,06/27/24 19:00:00,307,288,77,208,76,72,946,277,287,
645,06/27/24 20:00:00,286,186,83,196,101,94,242,184,193,
646,06/27/24 21:00:00,654,368,78,319,289,112,309,276,301,
647,06/27/24 22:00:00,433,577,51,479,579,371,621,279,541,
648,06/27/24 23:00:00,348,193,57,462,568,426,352,253,541,
649,06/28/24 00:00:00,231,118,87,338,361,296,203,147,384,
650,06/28/24 01:00:00,499,119,119,296,254,233,192,199,298,
651,06/28/24 02:00:00,437,76,111,376,396,327,88,127,366,
652,06/28/24 03:00:00,258,44,87,379,413,347,59,79,363,
653,06/28/24 04:00:00,236,39,294,319,154,269,62,157,118,
654,06/28/24 05:00:00,108,42,163,182,69,154,83,102,87,
655,06/28/24 06:00:00,72,48,87,107,47,79,66,83,79,
656,06/28/24 07:00:00,48,37,52,69,28,46,43,62,57,
657,06/28/24 08:00:00,11,16,19,28,12,17,8,26,24,
658,06/28/24 09:00:00,4,3,4,7,3,4,4,6,6,
659,06/28/24 10:00:00,11,3,4,8,4,4,9,6,6,
660,06/28/24 11:00:00,28,12,14,21,11,12,23,19,18,
661,06/28/24 12:00:00,14,8,22,24,8,12,13,19,14,
662,06/28/24 13:00:00,27,14,24,28,9,12,27,26,19,
663,06/28/24 14:00:00,41,39,68,48,13,21,99,69,34,
664,06/28/24 15:00:00,57,137,159,61,18,26,208,169,54,
665,06/28/24 16:00:00,268,251,154,66,28,29,337,243,213,
666,06/28/24 17:00:00,189,259,63,196,56,52,212,256,258,
667,06/28/24 18:00:00,563,311,112,196,102,108,713,322,332,
668,06/28/24 19:00:00,251,467,112,222,114,107,261,429,427,
669,06/28/24 20:00:00,226,493,108,427,178,111,381,441,481,
670,06/28/24 21:00:00,618,429,66,359,367,132,787,396,446,
671,06/28/24 22:00:00,169,367,106,394,383,303,199,323,443,
672,06/28/24 23:00:00,114,106,92,159,91,103,122,146,159,
673,06/29/24 00:00:00,163,98,102,166,92,104,128,141,152,
674,06/29/24 01:00:00,104,59,79,114,56,73,83,93,96,
675,06/29/24 02:00:00,452,98,118,333,319,264,96,148,316,
676,06/29/24 03:00:00,159,82,144,312,271,289,72,126,307,
677,06/29/24 04:00:00,136,62,113,168,97,134,108,104,134,
678,06/29/24 05:00:00,53,62,128,173,91,132,79,116,128,
679,06/29/24 06:00:00,64,48,98,129,62,97,54,91,92,
680,06/29/24 07:00:00,48,29,63,79,33,56,44,58,56,
681,06/29/24 08:00:00,38,26,36,51,24,36,34,44,44,
682,06/29/24 09:00:00,23,22,33,44,19,29,24,41,38,
683,06/29/24 10:00:00,7,6,8,12,6,7,6,11,11,
684,06/29/24 11:00:00,6,4,4,8,3,4,4,7,8,
685,06/29/24 12:00:00,21,7,12,17,7,9,17,13,13,
686,06/29/24 13:00:00,32,22,27,38,17,23,29,36,33,
687,06/29/24 14:00:00,48,24,27,39,18,22,43,36,36,
688,06/29/24 15:00:00,41,23,26,39,21,24,31,34,36,
689,06/29/24 16:00:00,62,39,43,67,33,42,64,58,61,
690,06/29/24 17:00:00,121,57,48,83,47,51,109,77,82,
691,06/29/24 18:00:00,231,101,83,139,72,84,181,126,132,
692,06/29/24 19:00:00,381,476,89,196,82,79,318,399,376,
693,06/29/24 20:00:00,478,529,93,418,133,98,461,474,507,
694,06/29/24 21:00:00,309,651,96,526,528,251,493,513,538,
695,06/29/24 22:00:00,599,641,54,533,639,442,809,258,606,
696,06/29/24 23:00:00,381,196,37,538,704,529,301,254,643,
697,06/30/24 00:00:00,176,129,82,367,396,332,161,152,427,
698,06/30/24 01:00:00,241,121,126,217,127,139,189,168,191,
699,06/30/24 02:00:00,228,136,166,282,171,174,162,201,228,
700,06/30/24 03:00:00,177,94,121,208,129,161,139,148,204,
701,06/30/24 04:00:00,78,63,71,114,59,69,76,91,96,
702,06/30/24 05:00:00,78,48,57,89,46,61,66,74,79,
703,06/30/24 06:00:00,27,36,42,66,33,43,23,56,58,
704,06/30/24 07:00:00,41,29,38,57,28,41,43,51,54,
705,06/30/24 08:00:00,27,18,24,36,17,24,23,32,34,
706,06/30/24 09:00:00,23,13,22,29,12,19,17,24,24,
707,06/30/24 10:00:00,13,9,22,26,8,14,12,22,17,
708,06/30/24 11:00:00,12,8,22,22,6,9,13,21,12,
709,06/30/24 12:00:00,17,12,23,26,7,12,18,23,16,
710,06/30/24 13:00:00,28,26,54,51,11,17,39,52,26,
711,06/30/24 14:00:00,64,52,68,64,21,26,89,69,49,
712,06/30/24 15:00:00,83,98,88,106,42,46,97,122,98,
713,06/30/24 16:00:00,116,111,91,112,43,53,132,127,116,
714,06/30/24 17:00:00,257,143,92,146,64,72,209,166,159,
715,06/30/24 18:00:00,326,358,92,158,72,59,456,329,336,
716,06/30/24 19:00:00,274,298,103,219,123,104,321,306,328,
717,06/30/24 20:00:00,174,197,129,251,148,152,461,248,273,
718,06/30/24 21:00:00,472,428,86,374,357,219,733,417,489,
719,06/30/24 22:00:00,439,377,106,408,396,289,427,343,497,
720,06/30/24 23:00:00,628,183,79,489,579,412,711,228,553,
721,07/01/24 00:00:00,258,166,117,439,459,331,227,221,457,
722,07/01/24 01:00:00,291,159,162,333,244,243,242,232,318,
723,07/01/24 02:00:00,214,132,152,287,198,199,168,202,257,
724,07/01/24 03:00:00,237,101,149,258,168,194,119,171,226,
725,07/01/24 04:00:00,316,62,197,271,152,232,23,168,172,
726,07/01/24 05:00:00,26,18,383,319,36,302,19,162,29,
727,07/01/24 06:00:00,21,16,327,183,22,243,17,153,22,
728,07/01/24 07:00:00,18,14,274,224,18,191,16,103,19,
729,07/01/24 08:00:00,14,14,237,169,14,132,13,38,16,
730,07/01/24 09:00:00,18,12,53,47,11,24,13,27,19,
731,07/01/24 10:00:00,9,6,11,14,4,7,8,12,9,
732,07/01/24 11:00:00,7,3,6,7,2,4,6,7,6,
733,07/01/24 12:00:00,12,6,12,14,4,6,11,14,8,
734,07/01/24 13:00:00,21,18,47,41,7,9,26,34,16,
735,07/01/24 14:00:00,44,37,58,52,14,19,46,53,36,
736,07/01/24 15:00:00,82,64,69,83,27,36,84,87,68,
737,07/01/24 16:00:00,132,78,72,104,44,56,121,108,99,
738,07/01/24 17:00:00,224,179,99,156,58,67,259,186,171,
739,07/01/24 18:00:00,416,332,93,161,71,66,336,282,263,
740,07/01/24 19:00:00,508,599,37,161,38,27,802,487,489,
741,07/01/24 20:00:00,507,653,31,482,158,27,638,531,558,
742,07/01/24 21:00:00,527,609,46,486,544,158,714,501,563,
743,07/01/24 22:00:00,354,476,83,471,518,376,384,341,533,
744,07/01/24 23:00:00,303,233,136,372,318,277,276,262,392,
745,07/02/24 00:00:00,294,173,169,322,212,216,248,242,294,
746,07/02/24 01:00:00,229,152,157,309,213,224,197,222,284,
747,07/02/24 02:00:00,272,128,156,264,162,177,172,196,226,
748,07/02/24 03:00:00,132,99,129,211,121,159,112,156,191,
749,07/02/24 04:00:00,376,73,161,207,96,141,74,146,132,
750,07/02/24 05:00:00,31,38,287,263,64,241,26,163,74,
751,07/02/24 06:00:00,23,18,301,178,24,222,18,143,31,
752,07/02/24 07:00:00,18,19,274,231,23,194,16,111,27,
753,07/02/24 08:00:00,29,13,104,89,14,72,23,39,22,
754,07/02/24 09:00:00,22,18,51,48,14,29,16,38,24,
755,07/02/24 10:00:00,9,8,14,18,6,11,8,16,13,
756,07/02/24 11:00:00,6,2,4,6,2,3,2,6,6,
757,07/02/24 12:00:00,19,12,18,24,9,13,18,22,18,
758,07/02/24 13:00:00,9,7,9,14,6,8,8,12,12,
759,07/02/24 14:00:00,33,14,18,28,13,17,28,23,23,
760,07/02/24 15:00:00,32,19,22,33,17,22,33,28,29,
761,07/02/24 16:00:00,39,21,23,37,18,24,37,31,33,
762,07/02/24 17:00:00,58,28,33,52,27,33,51,42,47,
763,07/02/24 18:00:00,64,43,46,72,39,48,52,62,68,
764,07/02/24 19:00:00,72,42,44,69,37,47,63,58,66,
765,07/02/24 20:00:00,66,46,52,78,41,52,58,63,71,
766,07/02/24 21:00:00,96,73,79,123,66,82,74,102,116,
767,07/02/24 22:00:00,68,63,76,114,59,69,57,84,94,
768,07/02/24 23:00:00,92,41,44,68,37,48,59,62,69,
769,07/03/24 00:00:00,79,57,62,97,51,61,74,74,83,
770,07/03/24 01:00:00,84,67,68,108,59,73,89,91,103,
771,07/03/24 02:00:00,86,48,52,81,43,56,76,69,78,
772,07/03/24 03:00:00,174,62,68,108,59,71,136,87,99,
773,07/03/24 04:00:00,53,57,62,98,53,69,48,84,98,
774,07/03/24 05:00:00,23,18,19,32,17,22,22,28,31,
775,07/03/24 06:00:00,17,13,,23,12,16,17,19,22,
776,07/03/24 07:00:00,7,7,,12,6,8,6,11,12,
777,07/03/24 08:00:00,8,3,,6,2,4,7,6,7,
778,07/03/24 09:00:00,7,3,,6,2,4,7,6,7,
779,07/03/24 10:00:00,3,2,,4,2,2,3,3,4,
780,07/03/24 11:00:00,3,1,,2,1,1,3,2,2,
781,07/03/24 12:00:00,9,2,,4,2,2,8,3,4,
782,07/03/24 13:00:00,13,4,,9,4,7,12,8,9,
783,07/03/24 14:00:00,26,11,,19,11,13,22,17,19,
784,07/03/24 15:00:00,49,22,,37,19,26,44,32,37,
785,07/03/24 16:00:00,62,38,,63,34,41,52,52,59,
786,07/03/24 17:00:00,46,58,,96,52,67,48,83,96,
787,07/03/24 18:00:00,97,46,,79,42,54,91,67,76,
788,07/03/24 19:00:00,81,53,,89,48,63,77,77,89,
789,07/03/24 20:00:00,81,44,,76,41,52,74,63,74,
790,07/03/24 21:00:00,101,63,,107,57,77,108,93,107,
791,07/03/24 22:00:00,92,64,,111,58,82,81,99,113,
792,07/03/24 23:00:00,41,46,,77,41,56,37,67,78,
793,07/04/24 00:00:00,133,48,,83,44,58,146,69,79,
794,07/04/24 01:00:00,156,113,,192,107,143,124,168,197,
795,07/04/24 02:00:00,113,92,,156,87,108,108,131,154,
796,07/04/24 03:00:00,104,67,,114,63,73,93,91,106,
797,07/04/24 04:00:00,92,63,,111,62,74,74,91,103,
798,07/04/24 05:00:00,67,43,,73,41,51,62,63,71,
799,07/04/24 06:00:00,43,38,,67,37,48,43,59,67,
800,07/04/24 07:00:00,22,18,,32,18,23,22,29,33,
801,07/04/24 08:00:00,13,12,,21,11,14,13,18,21,
802,07/04/24 09:00:00,19,8,,14,7,9,17,12,13,
803,07/04/24 10:00:00,14,8,,17,8,12,12,16,16,
804,07/04/24 11:00:00,17,6,,12,6,8,16,12,12,
805,07/04/24 12:00:00,16,6,,12,6,8,13,11,12,
806,07/04/24 13:00:00,21,8,,14,8,9,17,14,16,
807,07/04/24 14:00:00,56,26,,43,22,29,54,41,43,
808,07/04/24 15:00:00,54,46,,68,34,42,48,62,64,
809,07/04/24 16:00:00,177,89,,117,58,62,154,103,106,
810,07/04/24 17:00:00,181,122,,148,74,74,182,139,141,
811,07/04/24 18:00:00,232,198,,204,104,106,324,226,233,
812,07/04/24 19:00:00,306,197,,201,113,108,377,197,222,
813,07/04/24 20:00:00,141,242,,268,159,147,119,251,291,
814,07/04/24 21:00:00,199,97,,176,88,116,174,139,152,
815,07/04/24 22:00:00,232,126,,219,119,154,236,184,207,
816,07/04/24 23:00:00,258,213,,369,311,282,306,264,394,
817,07/05/24 00:00:00,139,142,,258,182,197,116,192,267,
818,07/05/24 01:00:00,99,71,,132,66,82,79,104,111,
819,07/05/24 02:00:00,86,69,,124,64,82,84,102,111,
820,07/05/24 03:00:00,83,53,,94,48,63,59,79,84,
821,07/05/24 04:00:00,104,63,,117,59,79,97,96,103,
822,07/05/24 05:00:00,97,52,,101,47,69,89,84,86,
823,07/05/24 06:00:00,64,48,,107,47,79,62,86,79,
824,07/05/24 07:00:00,49,39,,122,42,81,53,73,67,
825,07/05/24 08:00:00,41,17,,46,17,28,32,32,29,
826,07/05/24 09:00:00,21,31,,87,29,48,17,56,42,
827,07/05/24 10:00:00,11,13,,87,12,14,9,73,13,
828,07/05/24 11:00:00,11,26,,101,9,14,9,69,11,
829,07/05/24 12:00:00,22,28,,94,12,12,21,64,13,
830,07/05/24 13:00:00,21,51,,119,16,14,94,106,19,
831,07/05/24 14:00:00,41,78,,57,17,18,108,114,34,
