Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
3329,10/23/22 10:40:00,,,,,,1,1,,,,,,,,
3330,10/23/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3331,10/23/22 11:10:00,,,,,,1,1,,,,,,,,
3332,10/23/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3333,10/23/22 11:40:00,,,,,,1,1,,,,,,,,
3334,10/23/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3335,10/23/22 12:10:00,,,,,,1,1,,,,,,,,
3336,10/23/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3337,10/23/22 12:40:00,,,,,,1,1,,,,,,,,
3338,10/23/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3339,10/23/22 13:10:00,,,,,,1,1,,,,,,,,
3340,10/23/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3341,10/23/22 13:40:00,,,,,,1,1,,,,,,,,
3342,10/23/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3343,10/23/22 14:10:00,,,,,,1,1,,,,,,,,
3344,10/23/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3345,10/23/22 14:40:00,,,,,,1,1,,,,,,,,
3346,10/23/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3347,10/23/22 15:10:00,,,,,,1,1,,,,,,,,
3348,10/23/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3349,10/23/22 15:40:00,,,,,,1,1,,,,,,,,
3350,10/23/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3351,10/23/22 16:10:00,,,,,,1,1,,,,,,,,
3352,10/23/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3353,10/23/22 16:40:00,,,,,,1,1,,,,,,,,
3354,10/23/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3355,10/23/22 17:10:00,,,,,,1,1,,,,,,,,
3356,10/23/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3357,10/23/22 17:40:00,,,,,,1,1,,,,,,,,
3358,10/23/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3359,10/23/22 18:10:00,,,,,,1,1,,,,,,,,
3360,10/23/22 18:30:00,3,1,1,1,1,,,1,1,1,1,3,1,,6
3361,10/23/22 18:40:00,,,,,,1,33,,,,,,,,
3362,10/23/22 19:00:00,14,8,4,7,4,,,8,8,4,3,12,8,,33
3363,10/23/22 19:10:00,,,,,,6,94,,,,,,,,
3364,10/23/22 19:30:00,32,28,8,18,17,,,42,32,23,24,18,44,,63
3365,10/23/22 19:40:00,,,,,,8,124,,,,,,,,
3366,10/23/22 20:00:00,52,21,9,16,43,,,27,37,49,46,14,,,81
3367,10/23/22 20:10:00,,,,,,7,147,,,,,,,,
3368,10/23/22 20:30:00,116,18,11,18,34,,,19,39,69,63,16,34,,97
3369,10/23/22 20:40:00,,,,,,8,93,,,,,,,,
3370,10/23/22 21:00:00,131,81,11,27,23,,,19,37,92,81,17,16,,117
3371,10/23/22 21:10:00,,,,,,9,143,,,,,,,,
3372,10/23/22 21:30:00,159,149,12,49,28,,,19,49,98,88,18,14,,129
3373,10/23/22 21:40:00,,,,,,9,36,,,,,,,,
3374,10/23/22 22:00:00,136,86,12,57,31,,,21,34,111,97,18,17,,134
3375,10/23/22 22:10:00,,,,,,9,29,,,,,,,,
3376,10/23/22 22:30:00,139,19,13,56,28,,,19,32,61,27,18,16,,133
3377,10/23/22 22:40:00,,,,,,12,23,,,,,,,,
3378,10/23/22 23:00:00,49,16,13,58,27,,,21,29,102,17,28,16,,78
3379,10/23/22 23:10:00,,,,,,18,37,,,,,,,,
3380,10/23/22 23:30:00,37,24,18,53,54,,,38,31,51,18,28,24,,54
3381,10/23/22 23:40:00,,,,,,24,27,,,,,,,,
3382,10/24/22 00:00:00,28,18,17,52,48,,,34,23,37,16,16,21,,77
3383,10/24/22 00:10:00,,,,,,27,23,,,,,,,,
3384,10/24/22 00:30:00,22,16,14,36,39,,,28,18,29,12,22,18,,33
3385,10/24/22 00:40:00,,,,,,21,19,,,,,,,,
3386,10/24/22 01:00:00,16,11,11,21,18,,,17,12,18,7,16,14,,17
3387,10/24/22 01:10:00,,,,,,12,11,,,,,,,,
3388,10/24/22 01:30:00,7,6,6,11,8,,,8,7,8,3,7,9,,13
3389,10/24/22 01:40:00,,,,,,6,4,,,,,,,,
3390,10/24/22 02:00:00,2,2,2,4,4,,,3,2,4,1,2,3,,2
3391,10/24/22 02:10:00,,,,,,1,1,,,,,,,,
3392,10/24/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3393,10/24/22 02:40:00,,,,,,1,1,,,,,,,,
3394,10/24/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3395,10/24/22 03:10:00,,,,,,1,1,,,,,,,,
3396,10/24/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3397,10/24/22 03:40:00,,,,,,1,1,,,,,,,,
3398,10/24/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3399,10/24/22 04:10:00,,,,,,1,1,,,,,,,,
3400,10/24/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3401,10/24/22 04:40:00,,,,,,1,1,,,,,,,,
3402,10/24/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3403,10/24/22 05:10:00,,,,,,1,1,,,,,,,,
3404,10/24/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3405,10/24/22 05:40:00,,,,,,1,1,,,,,,,,
3406,10/24/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3407,10/24/22 06:10:00,,,,,,1,1,,,,,,,,
3408,10/24/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3409,10/24/22 06:40:00,,,,,,1,1,,,,,,,,
3410,10/24/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3411,10/24/22 07:10:00,,,,,,1,1,,,,,,,,
3412,10/24/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3413,10/24/22 07:40:00,,,,,,1,1,,,,,,,,
3414,10/24/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3415,10/24/22 08:10:00,,,,,,1,1,,,,,,,,
3416,10/24/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3417,10/24/22 08:40:00,,,,,,1,1,,,,,,,,
3418,10/24/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3419,10/24/22 09:10:00,,,,,,1,1,,,,,,,,
3420,10/24/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3421,10/24/22 09:40:00,,,,,,1,1,,,,,,,,
3422,10/24/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3423,10/24/22 10:10:00,,,,,,1,1,,,,,,,,
3424,10/24/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3425,10/24/22 10:40:00,,,,,,1,1,,,,,,,,
3426,10/24/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3427,10/24/22 11:10:00,,,,,,1,1,,,,,,,,
3428,10/24/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3429,10/24/22 11:40:00,,,,,,1,1,,,,,,,,
3430,10/24/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3431,10/24/22 12:10:00,,,,,,1,1,,,,,,,,
3432,10/24/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3433,10/24/22 12:40:00,,,,,,1,1,,,,,,,,
3434,10/24/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3435,10/24/22 13:10:00,,,,,,1,1,,,,,,,,
3436,10/24/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3437,10/24/22 13:40:00,,,,,,1,1,,,,,,,,
3438,10/24/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3439,10/24/22 14:10:00,,,,,,1,1,,,,,,,,
3440,10/24/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3441,10/24/22 14:40:00,,,,,,1,1,,,,,,,,
3442,10/24/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3443,10/24/22 15:10:00,,,,,,1,1,,,,,,,,
3444,10/24/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3445,10/24/22 15:40:00,,,,,,1,1,,,,,,,,
3446,10/24/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3447,10/24/22 16:10:00,,,,,,1,1,,,,,,,,
3448,10/24/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3449,10/24/22 16:40:00,,,,,,1,1,,,,,,,,
3450,10/24/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3451,10/24/22 17:10:00,,,,,,1,1,,,,,,,,
3452,10/24/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3453,10/24/22 17:40:00,,,,,,1,1,,,,,,,,
3454,10/24/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3455,10/24/22 18:10:00,,,,,,1,1,,,,,,,,
3456,10/24/22 18:30:00,2,1,1,1,1,,,1,1,1,1,2,1,,3
3457,10/24/22 18:40:00,,,,,,1,2,,,,,,,,
3458,10/24/22 19:00:00,6,2,2,3,2,,,2,2,2,1,6,3,,8
3459,10/24/22 19:10:00,,,,,,3,6,,,,,,,,
3460,10/24/22 19:30:00,9,4,6,8,4,,,6,6,6,3,9,7,,21
3461,10/24/22 19:40:00,,,,,,7,12,,,,,,,,
3462,10/24/22 20:00:00,16,8,8,12,8,,,9,8,8,4,16,11,,28
3463,10/24/22 20:10:00,,,,,,12,18,,,,,,,,
3464,10/24/22 20:30:00,26,14,14,22,14,,,17,14,14,8,24,18,,37
3465,10/24/22 20:40:00,,,,,,17,27,,,,,,,,
3466,10/24/22 21:00:00,18,16,16,23,14,,,17,16,16,9,17,21,,46
3467,10/24/22 21:10:00,,,,,,17,22,,,,,,,,
3468,10/24/22 21:30:00,18,16,13,23,18,,,19,16,19,8,19,19,,42
3469,10/24/22 21:40:00,,,,,,16,13,,,,,,,,
3470,10/24/22 22:00:00,18,9,11,16,11,,,12,11,12,6,18,14,,23
3471,10/24/22 22:10:00,,,,,,9,16,,,,,,,,
3472,10/24/22 22:30:00,26,14,14,23,16,,,18,16,18,9,27,21,,29
3473,10/24/22 22:40:00,,,,,,17,22,,,,,,,,
3474,10/24/22 23:00:00,51,23,22,34,23,,,27,24,26,14,46,29,,56
3475,10/24/22 23:10:00,,,,,,28,44,,,,,,,,
3476,10/24/22 23:30:00,32,24,21,33,23,,,24,22,22,13,28,27,,42
3477,10/24/22 23:40:00,,,,,,27,23,,,,,,,,
3478,10/25/22 00:00:00,28,19,19,29,21,,,23,21,22,13,27,26,,31
3479,10/25/22 00:10:00,,,,,,22,22,,,,,,,,
3480,10/25/22 00:30:00,11,12,12,19,13,,,14,12,14,6,9,16,,27
3481,10/25/22 00:40:00,,,,,,12,9,,,,,,,,
3482,10/25/22 01:00:00,7,4,4,8,4,,,4,4,6,3,7,8,,13
3483,10/25/22 01:10:00,,,,,,4,4,,,,,,,,
3484,10/25/22 01:30:00,4,2,3,6,3,,,3,3,4,2,4,4,,6
3485,10/25/22 01:40:00,,,,,,2,2,,,,,,,,
3486,10/25/22 02:00:00,1,1,1,2,1,,,1,1,2,1,1,2,,2
3487,10/25/22 02:10:00,,,,,,1,1,,,,,,,,
3488,10/25/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3489,10/25/22 02:40:00,,,,,,1,1,,,,,,,,
3490,10/25/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3491,10/25/22 03:10:00,,,,,,1,1,,,,,,,,
3492,10/25/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3493,10/25/22 03:40:00,,,,,,1,1,,,,,,,,
3494,10/25/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3495,10/25/22 04:10:00,,,,,,1,1,,,,,,,,
3496,10/25/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3497,10/25/22 04:40:00,,,,,,1,1,,,,,,,,
3498,10/25/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3499,10/25/22 05:10:00,,,,,,1,1,,,,,,,,
3500,10/25/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3501,10/25/22 05:40:00,,,,,,1,1,,,,,,,,
3502,10/25/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3503,10/25/22 06:10:00,,,,,,1,1,,,,,,,,
3504,10/25/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3505,10/25/22 06:40:00,,,,,,1,1,,,,,,,,
3506,10/25/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3507,10/25/22 07:10:00,,,,,,1,1,,,,,,,,
3508,10/25/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3509,10/25/22 07:40:00,,,,,,1,1,,,,,,,,
3510,10/25/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3511,10/25/22 08:10:00,,,,,,1,1,,,,,,,,
3512,10/25/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3513,10/25/22 08:40:00,,,,,,1,1,,,,,,,,
3514,10/25/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3515,10/25/22 09:10:00,,,,,,1,1,,,,,,,,
3516,10/25/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3517,10/25/22 09:40:00,,,,,,1,1,,,,,,,,
3518,10/25/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3519,10/25/22 10:10:00,,,,,,1,1,,,,,,,,
3520,10/25/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3521,10/25/22 10:40:00,,,,,,1,1,,,,,,,,
3522,10/25/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3523,10/25/22 11:10:00,,,,,,1,1,,,,,,,,
3524,10/25/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3525,10/25/22 11:40:00,,,,,,1,1,,,,,,,,
3526,10/25/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3527,10/25/22 12:10:00,,,,,,1,1,,,,,,,,
3528,10/25/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3529,10/25/22 12:40:00,,,,,,1,1,,,,,,,,
3530,10/25/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3531,10/25/22 13:10:00,,,,,,1,1,,,,,,,,
3532,10/25/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3533,10/25/22 13:40:00,,,,,,1,1,,,,,,,,
3534,10/25/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3535,10/25/22 14:10:00,,,,,,1,1,,,,,,,,
3536,10/25/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3537,10/25/22 14:40:00,,,,,,1,1,,,,,,,,
3538,10/25/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3539,10/25/22 15:10:00,,,,,,1,1,,,,,,,,
3540,10/25/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3541,10/25/22 15:40:00,,,,,,1,1,,,,,,,,
3542,10/25/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3543,10/25/22 16:10:00,,,,,,1,1,,,,,,,,
3544,10/25/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3545,10/25/22 16:40:00,,,,,,1,1,,,,,,,,
3546,10/25/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3547,10/25/22 17:10:00,,,,,,1,1,,,,,,,,
3548,10/25/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3549,10/25/22 17:40:00,,,,,,1,1,,,,,,,,
3550,10/25/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3551,10/25/22 18:10:00,,,,,,1,1,,,,,,,,
3552,10/25/22 18:30:00,3,1,1,1,1,,,1,1,1,1,3,1,,3
3553,10/25/22 18:40:00,,,,,,1,6,,,,,,,,
3554,10/25/22 19:00:00,6,2,2,3,2,,,2,2,2,1,6,4,,7
3555,10/25/22 19:10:00,,,,,,2,8,,,,,,,,
3556,10/25/22 19:30:00,14,8,4,8,4,,,7,7,7,3,14,9,,18
3557,10/25/22 19:40:00,,,,,,7,14,,,,,,,,
3558,10/25/22 20:00:00,21,13,9,16,11,,,13,12,12,6,22,14,,27
3559,10/25/22 20:10:00,,,,,,12,29,,,,,,,,
3560,10/25/22 20:30:00,32,23,12,26,19,,,22,21,22,8,31,22,,38
3561,10/25/22 20:40:00,,,,,,16,38,,,,,,,,
3562,10/25/22 21:00:00,37,29,16,33,27,,,29,27,28,12,36,28,,42
3563,10/25/22 21:10:00,,,,,,22,37,,,,,,,,
3564,10/25/22 21:30:00,41,29,19,38,31,,,33,29,33,13,39,31,,47
3565,10/25/22 21:40:00,,,,,,24,37,,,,,,,,
3566,10/25/22 22:00:00,41,29,21,39,33,,,34,31,32,14,38,33,,46
3567,10/25/22 22:10:00,,,,,,24,31,,,,,,,,
3568,10/25/22 22:30:00,29,24,21,34,24,,,28,24,26,13,29,29,,48
3569,10/25/22 22:40:00,,,,,,21,32,,,,,,,,
3570,10/25/22 23:00:00,37,23,18,31,21,,,24,22,22,11,38,27,,51
3571,10/25/22 23:10:00,,,,,,27,37,,,,,,,,
3572,10/25/22 23:30:00,26,24,21,36,26,,,28,24,27,12,26,29,,24
3573,10/25/22 23:40:00,,,,,,19,13,,,,,,,,
3574,10/26/22 00:00:00,22,12,11,16,11,,,12,11,12,6,19,14,,34
3575,10/26/22 00:10:00,,,,,,17,23,,,,,,,,
3576,10/26/22 00:30:00,13,14,12,21,14,,,17,14,14,8,14,18,,21
3577,10/26/22 00:40:00,,,,,,12,11,,,,,,,,
3578,10/26/22 01:00:00,7,6,6,8,6,,,7,6,6,3,6,8,,12
3579,10/26/22 01:10:00,,,,,,4,6,,,,,,,,
3580,10/26/22 01:30:00,2,2,2,4,2,,,3,3,3,1,2,3,,3
3581,10/26/22 01:40:00,,,,,,2,2,,,,,,,,
3582,10/26/22 02:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3583,10/26/22 02:10:00,,,,,,1,1,,,,,,,,
3584,10/26/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3585,10/26/22 02:40:00,,,,,,1,1,,,,,,,,
3586,10/26/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3587,10/26/22 03:10:00,,,,,,1,1,,,,,,,,
3588,10/26/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3589,10/26/22 03:40:00,,,,,,1,1,,,,,,,,
3590,10/26/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3591,10/26/22 04:10:00,,,,,,1,1,,,,,,,,
3592,10/26/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3593,10/26/22 04:40:00,,,,,,1,1,,,,,,,,
3594,10/26/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3595,10/26/22 05:10:00,,,,,,1,1,,,,,,,,
3596,10/26/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3597,10/26/22 05:40:00,,,,,,1,1,,,,,,,,
3598,10/26/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3599,10/26/22 06:10:00,,,,,,1,1,,,,,,,,
3600,10/26/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3601,10/26/22 06:40:00,,,,,,1,1,,,,,,,,
3602,10/26/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3603,10/26/22 07:10:00,,,,,,1,1,,,,,,,,
3604,10/26/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3605,10/26/22 07:40:00,,,,,,1,1,,,,,,,,
3606,10/26/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3607,10/26/22 08:10:00,,,,,,1,1,,,,,,,,
3608,10/26/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3609,10/26/22 08:40:00,,,,,,1,1,,,,,,,,
3610,10/26/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3611,10/26/22 09:10:00,,,,,,1,1,,,,,,,,
3612,10/26/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3613,10/26/22 09:40:00,,,,,,1,1,,,,,,,,
3614,10/26/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3615,10/26/22 10:10:00,,,,,,1,1,,,,,,,,
3616,10/26/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3617,10/26/22 10:40:00,,,,,,1,1,,,,,,,,
3618,10/26/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3619,10/26/22 11:10:00,,,,,,1,1,,,,,,,,
3620,10/26/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3621,10/26/22 11:40:00,,,,,,1,1,,,,,,,,
3622,10/26/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3623,10/26/22 12:10:00,,,,,,1,1,,,,,,,,
3624,10/26/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3625,10/26/22 12:40:00,,,,,,1,1,,,,,,,,
3626,10/26/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3627,10/26/22 13:10:00,,,,,,1,1,,,,,,,,
3628,10/26/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3629,10/26/22 13:40:00,,,,,,1,1,,,,,,,,
3630,10/26/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3631,10/26/22 14:10:00,,,,,,1,1,,,,,,,,
3632,10/26/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3633,10/26/22 14:40:00,,,,,,1,1,,,,,,,,
3634,10/26/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3635,10/26/22 15:10:00,,,,,,1,1,,,,,,,,
3636,10/26/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3637,10/26/22 15:40:00,,,,,,1,1,,,,,,,,
3638,10/26/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3639,10/26/22 16:10:00,,,,,,1,1,,,,,,,,
3640,10/26/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3641,10/26/22 16:40:00,,,,,,1,1,,,,,,,,
3642,10/26/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3643,10/26/22 17:10:00,,,,,,1,1,,,,,,,,
3644,10/26/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3645,10/26/22 17:40:00,,,,,,1,1,,,,,,,,
3646,10/26/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3647,10/26/22 18:10:00,,,,,,1,1,,,,,,,,
3648,10/26/22 18:30:00,1,1,1,1,1,,,1,1,1,1,2,1,,2
3649,10/26/22 18:40:00,,,,,,1,2,,,,,,,,
3650,10/26/22 19:00:00,3,1,1,2,1,,,1,1,2,1,3,2,,6
3651,10/26/22 19:10:00,,,,,,1,6,,,,,,,,
3652,10/26/22 19:30:00,14,4,4,6,3,,,4,4,4,3,14,6,,11
3653,10/26/22 19:40:00,,,,,,6,9,,,,,,,,
3654,10/26/22 20:00:00,16,9,8,12,8,,,12,11,11,6,18,12,,19
3655,10/26/22 20:10:00,,,,,,8,21,,,,,,,,
3656,10/26/22 20:30:00,81,21,12,22,17,,,22,22,22,11,44,37,,46
3657,10/26/22 20:40:00,,,,,,17,58,,,,,,,,
3658,10/26/22 21:00:00,24,36,21,36,31,,,36,34,34,18,23,21,,23
3659,10/26/22 21:10:00,,,,,,17,33,,,,,,,,
3660,10/26/22 21:30:00,56,29,33,36,22,,,33,31,33,21,67,42,,28
3661,10/26/22 21:40:00,,,,,,32,48,,,,,,,,
3662,10/26/22 22:00:00,33,24,21,29,23,,,28,26,31,14,26,27,,42
3663,10/26/22 22:10:00,,,,,,18,46,,,,,,,,
3664,10/26/22 22:30:00,131,42,28,52,39,,,47,44,46,22,63,34,,149
3665,10/26/22 22:40:00,,,,,,27,58,,,,,,,,
3666,10/26/22 23:00:00,132,56,41,109,43,,,64,68,98,41,103,41,,259
3667,10/26/22 23:10:00,,,,,,43,47,,,,,,,,
3668,10/26/22 23:30:00,18,38,34,44,24,,,43,39,44,22,21,18,,33
3669,10/26/22 23:40:00,,,,,,12,18,,,,,,,,
3670,10/27/22 00:00:00,33,14,12,12,8,,,17,14,17,9,31,17,,53
3671,10/27/22 00:10:00,,,,,,12,17,,,,,,,,
3672,10/27/22 00:30:00,18,13,12,14,12,,,19,14,21,8,19,17,,26
3673,10/27/22 00:40:00,,,,,,9,13,,,,,,,,
3674,10/27/22 01:00:00,6,8,8,8,8,,,9,8,9,6,6,11,,6
3675,10/27/22 01:10:00,,,,,,3,2,,,,,,,,
3676,10/27/22 01:30:00,2,2,2,1,1,,,2,2,2,1,3,2,,3
3677,10/27/22 01:40:00,,,,,,1,2,,,,,,,,
3678,10/27/22 02:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3679,10/27/22 02:10:00,,,,,,1,1,,,,,,,,
3680,10/27/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3681,10/27/22 02:40:00,,,,,,1,1,,,,,,,,
3682,10/27/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3683,10/27/22 03:10:00,,,,,,1,1,,,,,,,,
3684,10/27/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3685,10/27/22 03:40:00,,,,,,1,1,,,,,,,,
3686,10/27/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3687,10/27/22 04:10:00,,,,,,1,1,,,,,,,,
3688,10/27/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
3689,10/27/22 04:40:00,,,,,,1,1,,,,,,,,
